oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,municipio,precio_m2
casa en venta en mazatlan sinaloa,11000000.0,390.0,5.0,4.0,23.2745543,-106.4475122,easybroker,2024-09-02 12:27:21.140990,mazatlan,28205.128205128207
departamento en venta en el centro historico de mazatlan,4295000.0,57.0,,,23.2073969,-106.4255244,easybroker,2024-09-02 12:27:21.140990,mazatlan,75350.87719298246
departamento amueblado en venta en fraccionamiento alameda,2250000.0,80.0,,2.0,23.2959726,-106.4347101,easybroker,2024-09-02 12:27:21.140990,mazatlan,28125.0
casa en venta sonterra residencial,6500000.0,270.0,2.0,3.0,23.2980674,-106.429527,easybroker,2024-09-02 12:27:21.140990,mazatlan,24074.074074074073
1681 vivar del cid,11700855.576,656.68,,,23.2661844814,-106.4503140446,easybroker,2024-09-02 12:27:21.140990,mazatlan,17818.2
venta de departamentos en mazatlan  equipados con vista al mar  en litoral,4872000.0,183.0,3.0,3.0,23.2066219,-106.4278887,easybroker,2024-09-02 12:27:21.140990,mazatlan,26622.950819672133
departamento en venta torre malia mazatlan,5142599.0,97.71,,2.0,23.2842802,-106.4656791,easybroker,2024-09-02 12:27:21.140990,mazatlan,52631.24552246444
casa en venta en playa sur,6450000.0,190.0,3.0,4.0,23.193217,-106.4229901,easybroker,2024-09-02 12:27:21.140990,mazatlan,33947.36842105263
casa en venta en sonterra i  de  4 recamaras,5336000.0,210.0,3.0,4.0,23.296697,-106.434527,easybroker,2024-09-02 12:27:21.140990,mazatlan,25409.52380952381
departamentos modelo d en zafira condos residenciales precio inicial,3767030.0,70.4,,,23.2578077,-106.4606011,easybroker,2024-09-02 12:27:21.140990,mazatlan,53508.94886363636
departamentos modelo c en zafira condos residenciales precio inicial,3767030.0,83.6,2.0,2.0,23.2578077,-106.4606011,easybroker,2024-09-02 12:27:21.140990,mazatlan,45060.167464114835
departamentos modelo b en zafira condos residenciales precio inicial,3767030.0,83.7,2.0,2.0,23.2578077,-106.4606011,easybroker,2024-09-02 12:27:21.140990,mazatlan,45006.3321385902
departamentos modelo a en zafira condos residenciales precio inicial,3767030.0,86.7,2.0,2.0,23.2578077,-106.4606011,easybroker,2024-09-02 12:27:21.140990,mazatlan,43449.01960784313
deptos. en venta en mazatlan en salvia habitat ultimas dos unidades,2400000.0,49.0,,,23.2641221,-106.459154,easybroker,2024-09-02 12:27:21.140990,mazatlan,48979.5918367347
condominios frente a la playa de mazatlan cerca de centro historico,7000000.0,132.0,2.0,2.0,23.206399139,-106.4284068439,easybroker,2024-09-02 12:27:21.140990,mazatlan,53030.30303030303
departamentos en venta en mazatlan a dos cuadras de la playa,2050000.0,48.0,,2.0,23.2194039,-106.4207647,easybroker,2024-09-02 12:27:21.140990,mazatlan,42708.333333333336
venta de deptos. en mazatlan equipados con vista al mar en litoral,4401000.0,183.0,3.0,3.0,23.2066091,-106.4278892,easybroker,2024-09-02 12:27:21.140990,mazatlan,24049.180327868853
venta de deptos tipo loft en mazatlan totalmente equipados,2489625.0,64.1,,,23.2175555,-106.419587,easybroker,2024-09-02 12:27:21.140990,mazatlan,38839.70358814353
deptos. en mazatlan midtown residential condos corazon zona dorada,3509451.0,80.0,,2.0,23.2437711975,-106.4499665489,easybroker,2024-09-02 12:27:21.140990,mazatlan,43868.1375
departamentos en venta mazatlan torres de cataluna marina,2660000.0,120.0,2.0,2.0,23.276752055,-106.4648580198,easybroker,2024-09-02 12:27:21.140990,mazatlan,22166.666666666668
casa en venta   fraccionamiento maralto  vista al mar desde tu terraza,9800000.0,270.0,3.0,3.0,23.2867887545,-106.4665573493,easybroker,2024-09-02 12:27:21.140990,mazatlan,36296.2962962963
departamentos en venta en mazatlan sunset sabalo precio desde,2357781.0,90.0,2.0,2.0,23.2635796,-106.462567,easybroker,2024-09-02 12:27:21.140990,mazatlan,26197.566666666666
deptos en venta mazatlan frente al malecon la torre negra del mar,2800000.0,50.0,,,23.2349329,-106.4379599,easybroker,2024-09-02 12:27:21.140990,mazatlan,56000.0
departamentos de venta en mazatlan a 3 cuadras del malecon,3225820.0,80.5,2.0,2.0,23.2196392,-106.4197455,easybroker,2024-09-02 12:27:21.140990,mazatlan,40072.298136645964
departamentos de lujo a pie de playa en mazatlan de 47m2,4310000.0,47.0,2.0,2.0,23.2748852,-106.4661581,easybroker,2024-09-02 12:27:21.140990,mazatlan,91702.12765957447
casas en venta en mazatlan soles residencial,7500000.0,220.0,3.0,3.0,23.2961464273,-106.4774324826,easybroker,2024-09-02 12:27:21.140990,mazatlan,34090.90909090909
departamentos en venta en mazatlan con laguna y playa artificial,4200000.0,73.0,2.0,2.0,23.2877867,-106.4435232,easybroker,2024-09-02 12:27:21.140990,mazatlan,57534.24657534246
casa en venta en mazatlan en fracionamiento puerta al mar,16000000.0,510.0,4.0,5.0,23.2765658,-106.4537369,easybroker,2024-09-02 12:27:21.140990,mazatlan,31372.549019607843
casa paraiso en venta en el cid vivar mazatlan,26000000.0,510.0,4.0,5.0,23.2643029886,-106.4492967344,easybroker,2024-09-02 12:27:21.140990,mazatlan,50980.39215686275
deptos. en venta en mazatlan en zona dorada a  100 metros de la playa,3756984.0,70.0,2.0,2.0,23.260774261,-106.4593174715,easybroker,2024-09-02 12:27:21.140990,mazatlan,53671.2
departamentos en venta en mazatlan arcangel distrito residencial,1400000.0,50.0,2.0,2.0,23.2671326599,-106.4040899191,easybroker,2024-09-02 12:27:21.140990,mazatlan,28000.0
casa en venta en mazatlan en fracc. paraiso marina con alberca,9800000.0,334.9,4.0,4.0,23.2728886109,-106.4497944864,easybroker,2024-09-02 12:27:21.140990,mazatlan,29262.466407882952
departamientos de lujo a pie de playa en mazatlan,4545000.0,133.0,2.0,2.0,23.2748852,-106.4661581,easybroker,2024-09-02 12:27:21.140990,mazatlan,34172.93233082707
departamentos en venta en mazatlan tipo loft con vista parque central,2996000.0,50.5,,,23.2325328,-106.434951,easybroker,2024-09-02 12:27:21.140990,mazatlan,59326.732673267325
departamentos en venta en mazatlan a dos cuadras de la playa,2485000.0,73.0,2.0,2.0,23.2165177,-106.4194181,easybroker,2024-09-02 12:27:21.140990,mazatlan,34041.09589041096
casa en venta en mazatlan fraccionamiento maralto frente alberca,8200000.0,330.0,3.0,3.0,23.2973289196,-106.4800074594,easybroker,2024-09-02 12:27:21.140990,mazatlan,24848.484848484848
condominio en venta en torres navia,3900000.0,97.0,2.0,2.0,23.2837678,-106.4449038,easybroker,2024-09-02 12:27:21.140990,mazatlan,40206.18556701031
departamento ferrara vacacional en venta,2900000.0,,,,23.2654136,-106.4635629,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento con vista a marina mazatlan,6929299.999999999,250.0,3.0,3.0,23.2708473,-106.4576718,easybroker,2024-09-02 12:27:21.140990,mazatlan,27717.199999999997
condominio en venta en la ventanna,8707160.399999999,191.0,2.0,3.0,23.2768210441,-106.4667677958,easybroker,2024-09-02 12:27:21.140990,mazatlan,45587.22722513088
casa en venta en real del valle,3900000.0,99.0,2.0,3.0,23.2822822,-106.4296302,easybroker,2024-09-02 12:27:21.140990,mazatlan,39393.93939393939
departamentos en casa haus mazatlan,4423850.0,69.0,,3.0,23.1975272,-106.4268773,easybroker,2024-09-02 12:27:21.140990,mazatlan,64113.76811594203
residencial pacifico hills casa en venta,4865000.0,119.0,2.0,3.0,23.2733783,-106.4305438,easybroker,2024-09-02 12:27:21.140990,mazatlan,40882.35294117647
departamenos en venta mangata,4938000.0,110.0,,2.0,23.288918,-106.4586089,easybroker,2024-09-02 12:27:21.140990,mazatlan,44890.90909090909
departamento en venta en punta del sol sea  sand living mazatlan,3560426.0,42.5,,,23.3206611,-106.478649,easybroker,2024-09-02 12:27:21.140990,mazatlan,83774.72941176471
departamento en venta oasis ananta,5665590.0,96.0,,2.0,23.3134849,-106.4772934,easybroker,2024-09-02 12:27:21.140990,mazatlan,59016.5625
departamento amueblado en camino al mar,11000000.0,170.0,2.0,2.0,23.2455407005,-106.4541184899,easybroker,2024-09-02 12:27:21.140990,mazatlan,64705.882352941175
hermosa residencia en el cid con finos acabados,10700000.0,356.0,4.0,3.0,23.2505174,-106.4460164,easybroker,2024-09-02 12:27:21.140990,mazatlan,30056.1797752809
departamentos en preventa nuevo mazatlan,5934042.0,108.12,2.0,2.0,23.3069369,-106.4817315,easybroker,2024-09-02 12:27:21.140990,mazatlan,54883.8512763596
venta casa en fracc. mediterraneo privado exclusiva zona de la marina,5500000.0,169.5,3.0,3.0,23.2737635,-106.4455701,easybroker,2024-09-02 12:27:21.140990,mazatlan,32448.377581120945
venta casa en col. valles de ejido nueva construccion,1300000.0,85.0,,2.0,23.277658,-106.403782,easybroker,2024-09-02 12:27:21.140990,mazatlan,15294.117647058823
hermosa casa en venta en la marina mazatlan,5100000.0,180.0,3.0,3.0,23.2814141,-106.4682253,easybroker,2024-09-02 12:27:21.140990,mazatlan,28333.333333333332
casa en venta en ferrara pacific city mazatlan,6800000.0,144.0,3.0,3.0,23.2658585,-106.4619141,easybroker,2024-09-02 12:27:21.140990,mazatlan,47222.22222222222
casa en venta en ferrara pacific city mazatlan,4350000.0,105.0,2.0,2.0,23.2658585,-106.4619141,easybroker,2024-09-02 12:27:21.140990,mazatlan,41428.57142857143
casa en venta en ferrara pacific city mazatlan,3700000.0,85.0,2.0,2.0,23.2658585,-106.4619141,easybroker,2024-09-02 12:27:21.140990,mazatlan,43529.41176470588
casa en venta en ferrara pacific city mazatlan,3950000.0,70.0,2.0,2.0,23.2658585,-106.4619141,easybroker,2024-09-02 12:27:21.140990,mazatlan,56428.57142857143
departamentos en preventa  marietas condo boutique,3600000.0,,2.0,2.0,23.2193112069,-106.4196842909,easybroker,2024-09-02 12:27:21.140990,mazatlan,
el cid mazatlan,12450000.0,320.0,3.0,3.0,25.634808,-100.363762,easybroker,2024-09-02 12:27:21.140990,mazatlan,38906.25
condominio en venta en azul pacifico,2399000.0,64.0,2.0,2.0,23.3075724,-106.4774563,easybroker,2024-09-02 12:27:21.140990,mazatlan,37484.375
departamento en venta en gaia towers mazatlan,2595000.0,66.6,2.0,2.0,23.2248316,-106.4213899,easybroker,2024-09-02 12:27:21.140990,mazatlan,38963.963963963964
marriot,12800000.0,,,,23.2426091,-106.4525966,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en venta en gaia towers mazatlan,3265000.0,83.9,2.0,2.0,23.2248316,-106.4213899,easybroker,2024-09-02 12:27:21.140990,mazatlan,38915.375446960665
departamento en venta en gaia towers mazatlan,3045000.0,78.8,2.0,2.0,23.2248316,-106.4213899,easybroker,2024-09-02 12:27:21.140990,mazatlan,38642.131979695434
loft en venta en napoles,2125965.11,45.61,,,23.1897284505,-106.4230585098,easybroker,2024-09-02 12:27:21.140990,mazatlan,46611.81999561499
departamento en venta en gaia towers mazatlan,2300000.0,54.0,2.0,,23.2248316,-106.4213899,easybroker,2024-09-02 12:27:21.140990,mazatlan,42592.59259259259
casa totalmente remodelada en el centro,2600000.0,99.5,2.0,2.0,23.2021184,-106.4229755,easybroker,2024-09-02 12:27:21.140990,mazatlan,26130.653266331658
casa en lomas de mazatlan,7500000.0,246.0,2.0,3.0,23.2460178,-106.4495611,easybroker,2024-09-02 12:27:21.140990,mazatlan,30487.80487804878
casas en venta en mazatlan en camila hills,1964000.0,66.0,,2.0,23.2838839,-106.4443216,easybroker,2024-09-02 12:27:21.140990,mazatlan,29757.575757575756
departamento en venta en torre tres h mazatlan,6580000.0,92.7,2.0,2.0,23.2232477,-106.4248001,easybroker,2024-09-02 12:27:21.140990,mazatlan,70981.6612729234
departamento en venta en torre tres h mazatlan,6412000.0,91.7,2.0,,23.2232477,-106.4248001,easybroker,2024-09-02 12:27:21.140990,mazatlan,69923.6641221374
penthouse en venta en torre tres h mazatlan,13000000.0,188.7,4.0,4.0,23.2232477,-106.4248001,easybroker,2024-09-02 12:27:21.140990,mazatlan,68892.4218335983
casa en venta en real del valle coto  10 de 4 recamaras,4785000.0,,4.0,4.0,23.2854681,-106.432864,easybroker,2024-09-02 12:27:21.140990,mazatlan,
haz tu sueno realidad departamento en venta en bluu lagoon en mazatlan,4900000.0,85.0,2.0,2.0,23.289606,-106.442604,easybroker,2024-09-02 12:27:21.140990,mazatlan,57647.05882352941
departamento en venta en las gaviotas mazatlan,3720000.0,,2.0,2.0,23.2471902,-106.4504436,easybroker,2024-09-02 12:27:21.140990,mazatlan,
condominio en venta en the one tower dl14,4500000.0,102.0,2.0,2.0,23.2318218,-106.4343171,easybroker,2024-09-02 12:27:21.140990,mazatlan,44117.64705882353
departamento en venta en las gaviotas mazatlan,4390000.0,,,3.0,23.2471902,-106.4504436,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en venta en telleria mazatlan,8298855.0,132.5,2.0,2.0,23.2377111,-106.4428554,easybroker,2024-09-02 12:27:21.140990,mazatlan,62632.8679245283
departamento en venta en telleria mazatlan,7717829.0,123.2,2.0,2.0,23.2377111,-106.4428554,easybroker,2024-09-02 12:27:21.140990,mazatlan,62644.715909090904
atardecer dorado,2650000.0,,,,23.2635363,-106.4198789,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento aldea ananta en mazatlan,6700000.0,80.0,,2.0,23.3134849,-106.4772934,easybroker,2024-09-02 12:27:21.140990,mazatlan,83750.0
qabu,2322000.0,,,,23.2458924,-106.4542067,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamentos en preventa en zona dorada a unos metros del mar en mazatlan,3615000.0,58.03,,2.0,23.2423648,-106.4518813,easybroker,2024-09-02 12:27:21.140990,mazatlan,62295.36446665518
casa en venta en sonterra  residencial i  con 4 recamaras,5500000.0,206.0,3.0,4.0,23.3142806,-106.4230259,easybroker,2024-09-02 12:27:21.140990,mazatlan,26699.02912621359
casa en venta real pacifico 2 recamaras  una planta,2295000.0,,,,23.2763963,-106.4349268,easybroker,2024-09-02 12:27:21.140990,mazatlan,
casa frida,4300000.0,,,,23.1942702,-106.4229594,easybroker,2024-09-02 12:27:21.140990,mazatlan,
el faro,2936560.0,46.0,,,23.2708473,-106.4576718,easybroker,2024-09-02 12:27:21.140990,mazatlan,63838.260869565216
departamento en venta en fracc.  residencial azul pacific en mazatlan sinaloa,2553000.0,72.32,2.0,2.0,23.2990776,-106.4836574,easybroker,2024-09-02 12:27:21.140990,mazatlan,35301.43805309735
casa venta palmillas mazatlan 4895000 taninz rg1,4895000.0,122.0,3.0,3.0,23.2377206,-106.3949356,easybroker,2024-09-02 12:27:21.140990,mazatlan,40122.95081967213
departamentos en preventa en zona dorada mazatlan,3294000.0,68.0,2.0,2.0,23.2468665801,-106.4412361351,easybroker,2024-09-02 12:27:21.140990,mazatlan,48441.17647058824
amplios departamentos en la colonia lopez mateos,2550000.0,88.0,2.0,2.0,23.2401518,-106.4266507,easybroker,2024-09-02 12:27:21.140990,mazatlan,28977.272727272728
torre mare mazatlan,2850000.0,,2.0,2.0,23.191929,-106.421471,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en preventa en playa en mazatlan sinaloa  rdv240715sa,3560426.0,47.0,,,23.3134849,-106.4772934,easybroker,2024-09-02 12:27:21.140990,mazatlan,75753.74468085106
departamento en preventa en playa en mazatlan sinaloa  rdv240715sa,5826151.0,108.0,2.0,2.0,23.3134849,-106.4772934,easybroker,2024-09-02 12:27:21.140990,mazatlan,53945.84259259259
departamento en venta mazatlan,2900000.0,60.0,,2.0,23.2950831,-106.4788472,easybroker,2024-09-02 12:27:21.140990,mazatlan,48333.333333333336
departamento en venta en almar residencial a un excelente precio.,3000000.0,61.0,,2.0,23.2970665,-106.4767912,easybroker,2024-09-02 12:27:21.140990,mazatlan,49180.32786885246
casa en venta en sonterra ii modelo bastian,3767000.0,110.0,2.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,34245.454545454544
casa en venta sonterra ii modelo heras,4650000.0,165.0,3.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,28181.81818181818
casa en venta sonterra 2 modelo talos,3850000.0,125.0,2.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,30800.0
casa en venta sonterra ii modelo eros,4045000.0,140.0,2.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,28892.85714285714
casa en venta en el centro,1900000.0,126.42,,2.0,23.1986442,-106.4186355,easybroker,2024-09-02 12:27:21.140990,mazatlan,15029.267520961874
casa en venta en playa rosarito 221 playa sur,10480000.0,279.0,3.0,3.0,23.1938592,-106.4235344,easybroker,2024-09-02 12:27:21.140990,mazatlan,37562.72401433692
casa de playa con acceso directo al mar villa tranquila,7500000.0,245.0,2.0,2.0,23.2917003,-106.4744578,easybroker,2024-09-02 12:27:21.140990,mazatlan,30612.244897959183
departamento totalmente equipado y amueblado en torres navia,3080000.0,95.12,2.0,2.0,23.2708473,-106.4576718,easybroker,2024-09-02 12:27:21.140990,mazatlan,32380.151387720773
casa en venta en la joya,3300000.0,161.59,2.0,3.0,23.2515558,-106.4535731,easybroker,2024-09-02 12:27:21.140990,mazatlan,20422.05582028591
departamento en venta mazatlan,4650250.0,155.0,2.0,2.0,23.259742,-106.4591467,easybroker,2024-09-02 12:27:21.140990,mazatlan,30001.612903225807
departamento en venta mazatlan,4284500.0,155.0,2.0,2.0,23.259742,-106.4591467,easybroker,2024-09-02 12:27:21.140990,mazatlan,27641.935483870966
casa en venta en mar de cortez,3950000.0,232.0,3.0,4.0,23.2550211,-106.4029282,easybroker,2024-09-02 12:27:21.140990,mazatlan,17025.862068965518
edificio en venta en el centrpo 2604,9700000.0,350.0,6.0,6.0,23.2073556313,-106.4242064953,easybroker,2024-09-02 12:27:21.140990,mazatlan,27714.285714285714
casa en venta en mazatlan cerca  de playa con alberca privada,7900000.0,313.0,3.0,4.0,23.2161404,-106.4183368,easybroker,2024-09-02 12:27:21.140990,mazatlan,25239.61661341853
casa en venta en marina campo de golf,19899000.0,550.0,4.0,4.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,36180.0
departamentos en venta en mazatlan arcangel distrito residencial,2290000.0,50.0,2.0,2.0,23.2671739,-106.4039806,easybroker,2024-09-02 12:27:21.140990,mazatlan,45800.0
casa en venta en el centro,3990000.0,149.0,2.0,3.0,23.1935211,-106.4259706,easybroker,2024-09-02 12:27:21.140990,mazatlan,26778.523489932886
departamentos mazatlan preventa,5700000.0,132.0,2.0,2.0,23.2897607875,-106.4647293237,easybroker,2024-09-02 12:27:21.140990,mazatlan,43181.818181818184
condominio en venta en praia malecon,6770382.0,64.24,2.0,2.0,23.2215690879,-106.4235917383,easybroker,2024-09-02 12:27:21.140990,mazatlan,105391.99875467
condominio en venta en gaviotas,3200000.0,87.2,2.0,2.0,23.2487036,-106.449954,easybroker,2024-09-02 12:27:21.140990,mazatlan,36697.247706422015
condominio en venta en praia malecon,2700000.0,,,,23.2215443,-106.4236325,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en punta bahia,3795000.0,66.0,,,23.2291826,-106.4290533,easybroker,2024-09-02 12:27:21.140990,mazatlan,57500.0
casa en venta coto platino,4800000.0,224.0,4.0,4.0,23.2861897,-106.4254424,easybroker,2024-09-02 12:27:21.140990,mazatlan,21428.571428571428
departamento en venta en azul marino completamente amueblado,2595000.0,62.46,2.0,2.0,23.2607686,-106.4351654,easybroker,2024-09-02 12:27:21.140990,mazatlan,41546.58981748319
departamento en venta en mazatlan amueblado soho life,2350000.0,43.0,,,23.2208316,-106.4195648,easybroker,2024-09-02 12:27:21.140990,mazatlan,54651.16279069767
casa en venta en residencial sonterra i,5500000.0,206.0,3.0,3.0,23.2980674,-106.429527,easybroker,2024-09-02 12:27:21.140990,mazatlan,26699.02912621359
departamento en venta en mazatlan  sinaloa en el malecon.,3950282.0,43.0,,2.0,23.2146868678,-106.4209449273,easybroker,2024-09-02 12:27:21.140990,mazatlan,91867.02325581395
condominio en venta en condominios palya el delfin,4296166.0,132.92,2.0,2.0,23.3425316552,-106.4911222458,easybroker,2024-09-02 12:27:21.140990,mazatlan,32321.441468552515
casa en venta en coto premier,3950000.0,150.82,2.0,3.0,23.2744757,-106.4311916,easybroker,2024-09-02 12:27:21.140990,mazatlan,26190.160456172922
departamento en venta en mazatlan,4990000.0,83.0,2.0,2.0,23.289606,-106.442604,easybroker,2024-09-02 12:27:21.140990,mazatlan,60120.48192771084
departamento en preventa iwa residences mazatlan sinaloa,6690850.0,85.0,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,78715.88235294117
casa totalmente nueva en sonterra residencial,4900000.0,176.0,3.0,4.0,23.2883833,-106.4282811,easybroker,2024-09-02 12:27:21.140990,mazatlan,27840.909090909092
casa en preventa en villas cerritos,1990000.0,357.0,,,23.139715,-106.245912,easybroker,2024-09-02 12:27:21.140990,mazatlan,5574.229691876751
villas en preventa en porto blanco golf and residences,6991200.0,194.2,3.0,3.0,23.2786341,-106.4536404,easybroker,2024-09-02 12:27:21.140990,mazatlan,36000.0
casa en venta en col. nuevo milenio con 2 recamaras 1 bano y cochera techada,1350000.0,71.0,,2.0,23.2793271,-106.3941713,easybroker,2024-09-02 12:27:21.140990,mazatlan,19014.084507042255
condominio en venta en marina view,10327100.0,113.87,3.0,3.0,23.2777770316,-106.4662313461,easybroker,2024-09-02 12:27:21.140990,mazatlan,90692.01721261087
condominio en venta en marina view,3119600.0,55.12,,,23.2773039665,-106.465845108,easybroker,2024-09-02 12:27:21.140990,mazatlan,56596.51669085632
casa en venta en mazatlan en residencial las abas frente alberca,4200000.0,180.0,3.0,3.0,23.2821291,-106.4351554,easybroker,2024-09-02 12:27:21.140990,mazatlan,23333.333333333332
1632 vivar del cid,8842301.547999999,708.93,,,23.2619530771,-106.4485715437,easybroker,2024-09-02 12:27:21.140990,mazatlan,12472.74279265936
1630 vivar del cid,6377569.335999999,511.32,,,23.2617066599,-106.4485232796,easybroker,2024-09-02 12:27:21.140990,mazatlan,12472.755487757177
1616 vivar del cid,6460503.158,517.97,,,23.2613518184,-106.4487323903,easybroker,2024-09-02 12:27:21.140990,mazatlan,12472.736177770912
1614 vivar del cid,6635992.629999999,532.04,,,23.2615341677,-106.4489041019,easybroker,2024-09-02 12:27:21.140990,mazatlan,12472.732557702428
1612 vivar del cid,9298308.882,745.49,,,23.2616918749,-106.4490311358,easybroker,2024-09-02 12:27:21.140990,mazatlan,12472.74796710888
departamento en venta cerro 38 d7 mazatlan sinaloa,5235000.0,126.0,2.0,2.0,23.2009586,-106.4270162,easybroker,2024-09-02 12:27:21.140990,mazatlan,41547.619047619046
departamento en venta cerro 38 mazatlan sinaloa,5235000.0,126.0,2.0,2.0,23.2009586,-106.4270162,easybroker,2024-09-02 12:27:21.140990,mazatlan,41547.619047619046
venta casa en col. colinas del real cercana al estadio el encanto,1450000.0,68.0,,2.0,23.2684702,-106.3883258,easybroker,2024-09-02 12:27:21.140990,mazatlan,21323.529411764706
venta casa en col. colosio si a estrenar,1370000.0,107.4,,2.0,23.2812406,-106.3953749,easybroker,2024-09-02 12:27:21.140990,mazatlan,12756.052141527001
venta casa en col. valles de ejido son dos nuevas excelente ubicacion,1200000.0,68.0,2.0,2.0,23.2713197,-106.4056221,easybroker,2024-09-02 12:27:21.140990,mazatlan,17647.058823529413
departamento en venta en las gaviotas mazatlan,4270000.0,78.0,2.0,2.0,23.247252,-106.45163,easybroker,2024-09-02 12:27:21.140990,mazatlan,54743.58974358974
departamento en venta en las gaviotas mazatlan,3660000.0,68.0,2.0,2.0,23.2471902,-106.4504436,easybroker,2024-09-02 12:27:21.140990,mazatlan,53823.529411764706
departamento en venta en las gaviotas mazatlan,4390000.0,83.5,2.0,3.0,23.2471902,-106.4504436,easybroker,2024-09-02 12:27:21.140990,mazatlan,52574.850299401194
departamento en venta en las gaviotas mazatlan,3510000.0,86.0,,,23.2767239,-106.4335363,easybroker,2024-09-02 12:27:21.140990,mazatlan,40813.95348837209
condominio en venta en aruna pacific mazatlan,5530000.0,63.0,,,23.3001327,-106.4824083,easybroker,2024-09-02 12:27:21.140990,mazatlan,87777.77777777778
condominio en venta en aruna pacific mazatlan,4401581.0,76.0,2.0,2.0,23.3001327,-106.4824083,easybroker,2024-09-02 12:27:21.140990,mazatlan,57915.53947368421
vista a la marina playa  condominios,7850600.0,113.87,3.0,3.0,23.291257,-106.4741824,easybroker,2024-09-02 12:27:21.140990,mazatlan,68943.5320980065
condominio en venta en aruna pacific mazatlan,4222948.0,63.0,,,23.3001327,-106.4824083,easybroker,2024-09-02 12:27:21.140990,mazatlan,67030.92063492064
condominio en venta en aruna pacific mazatlan,9005656.0,147.0,3.0,3.0,23.3001327,-106.4824083,easybroker,2024-09-02 12:27:21.140990,mazatlan,61262.965986394556
condominio en venta en aruna pacific mazatlan,9531901.0,152.0,2.0,3.0,23.3001327,-106.4824083,easybroker,2024-09-02 12:27:21.140990,mazatlan,62709.875
condominio en venta en aruna pacific mazatlan,12272606.0,180.0,4.0,4.0,23.3001327,-106.4824083,easybroker,2024-09-02 12:27:21.140990,mazatlan,68181.14444444445
departamento en plaza  san ignacio,1850000.0,70.18,,2.0,23.253913674,-106.4171210212,easybroker,2024-09-02 12:27:21.140990,mazatlan,26360.78654887432
departamento en venta en mazatlan,6240681.0,10.73,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,581610.531220876
departamento en venta en mazatlan,6168939.0,103.58,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,59557.24078007337
departamento en venta en mazatlan,8190000.0,123.28,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,66434.13367942894
departamento en venta en mazatlan,9334618.0,132.49,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,70455.26454826779
departamento en venta en mazatlan,8180898.0,123.18,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,66414.17437895761
departamento en venta en mazatlan,11924147.0,144.73,2.0,2.0,23.2304863,-106.4192394,easybroker,2024-09-02 12:27:21.140990,mazatlan,82388.91038485456
departamento en venta en mazatlan,6102089.0,99.44,2.0,2.0,23.2304863,-106.4192394,easybroker,2024-09-02 12:27:21.140990,mazatlan,61364.53137570394
departamento en venta en mazatlan,10101441.0,134.04,2.0,2.0,23.2304863,-106.4192394,easybroker,2024-09-02 12:27:21.140990,mazatlan,75361.3921217547
hermosa residencia en venta en mazatlan sinaloa,5500000.0,170.0,3.0,3.0,23.2737635,-106.4455701,easybroker,2024-09-02 12:27:21.140990,mazatlan,32352.941176470587
departamentos en venta mazatlan,5394584.0,108.11,2.0,2.0,23.2381038,-106.434066,easybroker,2024-09-02 12:27:21.140990,mazatlan,49899.02876699658
departamentos en venta mazatlan,4296477.0,87.22,2.0,2.0,23.2391038,-106.433066,easybroker,2024-09-02 12:27:21.140990,mazatlan,49260.22701215318
departamentos en venta mazatlan,3180509.0,47.86,,,23.2381038,-106.434066,easybroker,2024-09-02 12:27:21.140990,mazatlan,66454.42958629335
venta casa en escamillas mazatlan sinaloa,2300000.0,499.0,2.0,3.0,23.271976,-106.249039,easybroker,2024-09-02 12:27:21.140990,mazatlan,4609.218436873747
casa en venta en mazatlan maralto residencial,7800000.0,225.0,4.0,3.0,23.2840557,-106.4692099,easybroker,2024-09-02 12:27:21.140990,mazatlan,34666.666666666664
casa en venta en mazatlan fracc. veredas del mar,3980000.0,180.0,3.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,22111.11111111111
