oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,municipio,precio_m2
amberes condominios,2469000.0,69.0,2.0,2.0,23.2219857,-106.4218904,easybroker,2024-09-02 12:27:21.140990,mazatlan,35782.608695652176
departamentos en venta en mazatlan    bahia marina suites,3100000.0,,2.0,2.0,23.2625107,-106.4651139,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en planta baja en fracc. sabalo country club,2950000.0,74.0,2.0,2.0,23.2626843,-106.4626734,easybroker,2024-09-02 12:27:21.140990,mazatlan,39864.86486486487
casa en venta en coto platino 4 recamaras,4750000.0,205.0,3.0,4.0,23.2860937,-106.4255142,easybroker,2024-09-02 12:27:21.140990,mazatlan,23170.731707317074
casa en venta coto platino 3 recamaras,4320000.0,211.0,3.0,3.0,23.2860937,-106.4255142,easybroker,2024-09-02 12:27:21.140990,mazatlan,20473.933649289098
casas en venta la calma en marina mazatlan sinaloa,7300000.0,180.0,2.0,3.0,23.2755034,-106.4523892,easybroker,2024-09-02 12:27:21.140990,mazatlan,40555.555555555555
mazatlan 5 min plaza galerias 850000.00 pesos,16828300.0,200.0,,,23.2972500871,-106.4309980216,easybroker,2024-09-02 12:27:21.140990,mazatlan,84141.5
departamentos the o residence en el malecon de mazatlan sinaloa,3300000.0,48.89,,,23.2355383,-106.4392429,easybroker,2024-09-02 12:27:21.140990,mazatlan,67498.46594395582
casa en venta coto platino 4 recamaras junto a area verde,5000000.0,222.0,3.0,4.0,23.2880937,-106.4235142,easybroker,2024-09-02 12:27:21.140990,mazatlan,22522.522522522522
casa en venta coto platino 4 recamaras de oportunidad,4300000.0,280.0,4.0,4.0,23.2860937,-106.4255142,easybroker,2024-09-02 12:27:21.140990,mazatlan,15357.142857142857
casa amueblada en venta en el cid frente al canal de navegacion,8200000.0,300.0,2.0,3.0,23.2590282,-106.4503272,easybroker,2024-09-02 12:27:21.140990,mazatlan,27333.333333333332
condominios en venta midtown en zona dorada mazatlan sinaloa,3300000.0,40.02,,,23.2444785,-106.4521976,easybroker,2024-09-02 12:27:21.140990,mazatlan,82458.77061469265
almarena recidencial,3391000.0,69.0,2.0,2.0,23.301763172,-106.4797512618,easybroker,2024-09-02 12:27:21.140990,mazatlan,49144.92753623189
almarena recidencial,2908000.0,63.0,,2.0,23.301763172,-106.4797512618,easybroker,2024-09-02 12:27:21.140990,mazatlan,46158.730158730155
almarena recidencial,3619974.0,129.0,2.0,3.0,23.301763172,-106.4797512618,easybroker,2024-09-02 12:27:21.140990,mazatlan,28061.81395348837
akoya sky living,7382014.0,112.29,2.0,2.0,23.2368952,-106.4416236,easybroker,2024-09-02 12:27:21.140990,mazatlan,65740.61804256834
zafiro,4385635.62,83.6,2.0,2.0,23.2577885662,-106.4606971726,easybroker,2024-09-02 12:27:21.140990,mazatlan,52459.756220095696
elipse,11304000.0,150.0,2.0,2.0,23.274820347,-106.4636135608,easybroker,2024-09-02 12:27:21.140990,mazatlan,75360.0
akkuun  condominios en marina mazatlan,2890000.0,62.0,,,23.2775602103,-106.4649224281,easybroker,2024-09-02 12:27:21.140990,mazatlan,46612.903225806454
akkuun  condominios en marina mazatlan,3500000.0,75.0,,2.0,23.2775602103,-106.4649224281,easybroker,2024-09-02 12:27:21.140990,mazatlan,46666.666666666664
aguamarina talisman,7287000.0,90.0,2.0,2.0,23.2215243,-106.423449,easybroker,2024-09-02 12:27:21.140990,mazatlan,80966.66666666667
talisman aguamarina,7819000.0,106.29,2.0,2.0,23.2209964,-106.4233945,easybroker,2024-09-02 12:27:21.140990,mazatlan,73562.89396932919
un departamento,3285000.0,64.0,2.0,2.0,23.2123499874,-106.4190995695,easybroker,2024-09-02 12:27:21.140990,mazatlan,51328.125
torre villantigua,1949000.0,87.08,2.0,2.0,23.2051184,-106.4199755,easybroker,2024-09-02 12:27:21.140990,mazatlan,22381.717960496095
plaza reforma mazatlan sinaloa,1069500.0,70.0,2.0,3.0,23.2497046,-106.4337777,easybroker,2024-09-02 12:27:21.140990,mazatlan,15278.57142857143
torre playa azul  playa  sur,2900000.0,87.0,2.0,2.0,23.1914148436,-106.4192819595,easybroker,2024-09-02 12:27:21.140990,mazatlan,33333.333333333336
condominio en venta en ferrara pacific city,5800000.0,105.0,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,55238.09523809524
punto azul,2190000.0,,,,23.247252,-106.45163,easybroker,2024-09-02 12:27:21.140990,mazatlan,
nova,1795000.0,85.77,,2.0,23.2366929509,-106.4120292619,easybroker,2024-09-02 12:27:21.140990,mazatlan,20928.06342544013
boutique de condominios en mallorca,3455000.0,88.87,,2.0,23.2634679,-106.4609022,easybroker,2024-09-02 12:27:21.140990,mazatlan,38877.011364915044
casa en venta en el delfin,7780000.0,207.0,4.0,4.0,23.2924412168,-106.4575623856,easybroker,2024-09-02 12:27:21.140990,mazatlan,37584.54106280193
casa en venta en col. universo,1020000.0,57.0,,2.0,23.2425290811,-106.367610577,easybroker,2024-09-02 12:27:21.140990,mazatlan,17894.736842105263
makeva,2345000.0,78.0,2.0,2.0,23.21967602,-106.4198398601,easybroker,2024-09-02 12:27:21.140990,mazatlan,30064.102564102563
casa en venta en veredas del mar,4270000.0,143.0,3.0,3.0,23.3155379733,-106.4230141307,easybroker,2024-09-02 12:27:21.140990,mazatlan,29860.13986013986
arieta privadas,2270000.0,95.96,,3.0,23.2814038084,-106.3943490178,easybroker,2024-09-02 12:27:21.140990,mazatlan,23655.689870779494
casa en venta  en el vivar el cid,26000000.0,510.0,4.0,5.0,23.2637026257,-106.4506529993,easybroker,2024-09-02 12:27:21.140990,mazatlan,50980.39215686275
condominio en venta  cardones modelo b,1940000.0,62.62,2.0,2.0,23.2775799213,-106.4445161819,easybroker,2024-09-02 12:27:21.140990,mazatlan,30980.51740657937
condominio en renta peninsula,7000000.0,,2.0,2.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,
casa en venta en coto platino 4 recamaras,4000000.0,188.0,3.0,4.0,23.2860937,-106.4255142,easybroker,2024-09-02 12:27:21.140990,mazatlan,21276.59574468085
casa en venta coto platino 4 recamaras,4590000.0,195.0,3.0,4.0,23.2236455,-106.3930501,easybroker,2024-09-02 12:27:21.140990,mazatlan,23538.46153846154
departamento a pie de playa park royal,9300000.0,126.0,3.0,4.0,23.2772645443,-106.4672398567,easybroker,2024-09-02 12:27:21.140990,mazatlan,73809.52380952382
casa en venta en mazatlan,8000000.0,,3.0,2.0,23.2756361,-106.4368092,easybroker,2024-09-02 12:27:21.140990,mazatlan,
casa en venta en coto platino  en mazatlan,4750000.0,215.0,3.0,3.0,23.2860937,-106.4255142,easybroker,2024-09-02 12:27:21.140990,mazatlan,22093.023255813954
condominios en venta en el centro turistico de  mazatlan sinaloa,2980000.0,91.0,2.0,2.0,23.1960423,-106.4207422,easybroker,2024-09-02 12:27:21.140990,mazatlan,32747.252747252747
sevilla mia,6563190.0,156.41,2.0,3.0,23.2654960913,-106.4553843857,easybroker,2024-09-02 12:27:21.140990,mazatlan,41961.44747778275
sevilla mia,6424105.0,127.21,2.0,2.0,23.2654960913,-106.4553843857,easybroker,2024-09-02 12:27:21.140990,mazatlan,50500.0
casa en venta sabalo country oportunidad,4500000.0,300.0,2.0,2.0,23.2626843,-106.4626734,easybroker,2024-09-02 12:27:21.140990,mazatlan,15000.0
peninsula 200,18304006.0,235.27,3.0,4.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,77800.0
peninsula 200,9993410.0,128.45,3.0,3.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,77800.0
residencias frente al mar en azora,9013339.01,128.28,2.0,2.0,23.2350859658,-106.4384704705,easybroker,2024-09-02 12:27:21.140990,mazatlan,70263.01067976301
residencias frente al mar en azora,5800000.0,97.33,,2.0,23.2350859658,-106.4384704705,easybroker,2024-09-02 12:27:21.140990,mazatlan,59591.08188636597
departamento en venta en palmilla residencial,3850000.0,68.0,,2.0,23.2876913014,-106.4667026363,easybroker,2024-09-02 12:27:21.140990,mazatlan,56617.64705882353
casa en marina campo de golf,19600000.0,500.0,4.0,4.0,23.2862130774,-106.4625836236,easybroker,2024-09-02 12:27:21.140990,mazatlan,39200.0
santorini,5000000.0,112.0,,,23.2925988875,-106.3952055151,easybroker,2024-09-02 12:27:21.140990,mazatlan,44642.857142857145
residencia magenta,3150206.0,73.07,2.0,2.0,23.2194039,-106.4207647,easybroker,2024-09-02 12:27:21.140990,mazatlan,43112.16641576571
departamento en venta en mazatlan,7234200.0,92.4,2.0,2.0,23.2376169,-106.3794942,easybroker,2024-09-02 12:27:21.140990,mazatlan,78292.20779220779
departamento en venta en mazatlan,4218600.0,60.48,,,23.2376169,-106.3794942,easybroker,2024-09-02 12:27:21.140990,mazatlan,69751.98412698413
se vende hermoso departamento en fraccionamiento las gaviotas en mazatlan,5500000.0,,,,23.247252,-106.45163,easybroker,2024-09-02 12:27:21.140990,mazatlan,
en venta casa en residencial paraiso marina  mazatlan sin.,9600000.0,,,,23.236985,-106.3915473,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento amueblado en mazatlan sinaloa.,5500000.0,83.0,2.0,2.0,23.2877867,-106.4435232,easybroker,2024-09-02 12:27:21.140990,mazatlan,66265.06024096385
casa en venta en real del valle,4200000.0,190.0,2.0,3.0,23.2850699063,-106.432845077,easybroker,2024-09-02 12:27:21.140990,mazatlan,22105.263157894737
casa en venta en villas alhambra el cid,5250000.0,209.0,2.0,3.0,23.255028582,-106.4412905546,easybroker,2024-09-02 12:27:21.140990,mazatlan,25119.61722488038
casa en venta en la marina el cid,13900000.0,304.0,3.0,3.0,23.265989325,-106.4479021961,easybroker,2024-09-02 12:27:21.140990,mazatlan,45723.68421052631
departamento en venta palmilla residencial mazatlan sinaloa,3250000.0,68.0,,2.0,23.2876641,-106.4677728,easybroker,2024-09-02 12:27:21.140990,mazatlan,47794.117647058825
departamentos en venta sevilla mia en marina el cid mazatlan sinaloa,6614920.0,127.21,2.0,2.0,23.2636313,-106.4538386,easybroker,2024-09-02 12:27:21.140990,mazatlan,52000.0
casa en venta en el cid,16000000.0,625.0,7.0,5.0,23.2511645081,-106.447904314,easybroker,2024-09-02 12:27:21.140990,mazatlan,25600.0
casa en venta en av. gabriel leyva,3400000.0,347.0,4.0,5.0,23.2282488412,-106.3984736701,easybroker,2024-09-02 12:27:21.140990,mazatlan,9798.270893371759
departamento en venta en sabalo country,4000000.0,101.0,2.0,2.0,23.2644517211,-106.4597941068,easybroker,2024-09-02 12:27:21.140990,mazatlan,39603.960396039605
casa en venta en col. las flores,710000.0,44.0,,2.0,23.2314481027,-106.3642950389,easybroker,2024-09-02 12:27:21.140990,mazatlan,16136.363636363636
casa en pre venta en sonterra residencial,5195000.0,240.0,4.0,4.0,23.298077826,-106.4339187393,easybroker,2024-09-02 12:27:21.140990,mazatlan,21645.833333333332
departamento en venta en ferrocarrilera,3500000.0,94.18,2.0,2.0,23.2161067246,-106.4204426048,easybroker,2024-09-02 12:27:21.140990,mazatlan,37162.87959227012
departamento en venta en marina platino plus,7649000.0,113.0,2.0,2.0,23.2740713098,-106.4615549129,easybroker,2024-09-02 12:27:21.140990,mazatlan,67690.26548672566
departamento penthouse en venta en portico,7450000.0,159.0,2.0,2.0,23.2300974223,-106.4321563448,easybroker,2024-09-02 12:27:21.140990,mazatlan,46855.345911949684
casa en venta en palmillas residencial,4895000.0,122.0,3.0,3.0,23.28729711,-106.4672933685,easybroker,2024-09-02 12:27:21.140990,mazatlan,40122.95081967213
casa en venta en almarena residencial,5000000.0,146.0,3.0,3.0,23.30347771,-106.4763540727,easybroker,2024-09-02 12:27:21.140990,mazatlan,34246.57534246575
casa en venta en azul pacifico,3900000.0,143.0,3.0,3.0,23.3082172086,-106.4743635236,easybroker,2024-09-02 12:27:21.140990,mazatlan,27272.727272727272
departamento en venta en malecon,6400000.0,119.0,2.0,2.0,23.231536833,-106.4338197115,easybroker,2024-09-02 12:27:21.140990,mazatlan,53781.512605042015
departamento en venta en gaviotas,3200000.0,82.0,2.0,2.0,23.2468665801,-106.4520047694,easybroker,2024-09-02 12:27:21.140990,mazatlan,39024.39024390244
departamento en venta en marina,3895000.0,85.0,2.0,2.0,23.2907068275,-106.4590640165,easybroker,2024-09-02 12:27:21.140990,mazatlan,45823.529411764706
departamento en venta en sabalo country,2895000.0,85.0,2.0,2.0,23.2609821909,-106.4581814644,easybroker,2024-09-02 12:27:21.140990,mazatlan,34058.82352941176
departamento en ferrocarrilera,3390000.0,86.8,2.0,2.0,23.2171124473,-106.4195407441,easybroker,2024-09-02 12:27:21.140990,mazatlan,39055.29953917051
casa en venta en gaviotas,5500000.0,155.5,2.0,3.0,23.2476354856,-106.4520266475,easybroker,2024-09-02 12:27:21.140990,mazatlan,35369.774919614145
casa en venta en puerta al mar,14900000.0,431.0,5.0,4.0,23.2760030287,-106.4552468244,easybroker,2024-09-02 12:27:21.140990,mazatlan,34570.7656612529
departamento en venta en park royal,8500000.0,109.5,2.0,3.0,23.2773433886,-106.4675208309,easybroker,2024-09-02 12:27:21.140990,mazatlan,77625.57077625571
departamento en venta en turquesa condos,3295000.0,77.0,2.0,2.0,23.3087985492,-106.4756734071,easybroker,2024-09-02 12:27:21.140990,mazatlan,42792.207792207795
casa en el fracc. el toreo,4050000.0,238.0,2.0,3.0,23.2488381239,-106.4356307124,easybroker,2024-09-02 12:27:21.140990,mazatlan,17016.806722689074
casa en venta en col. juarez,2795000.0,250.0,2.0,3.0,23.2310997,-106.4067262,easybroker,2024-09-02 12:27:21.140990,mazatlan,11180.0
casa en venta en estrella de mar,13850000.0,399.0,5.0,4.0,23.1122596833,-106.3065555535,easybroker,2024-09-02 12:27:21.140990,mazatlan,34711.77944862156
casa en venta en estrella de mar,11750000.0,315.0,3.0,4.0,23.1143121519,-106.308168714,easybroker,2024-09-02 12:27:21.140990,mazatlan,37301.5873015873
casa en venta en club real,8990000.0,365.0,3.0,4.0,23.2693983,-106.4472128,easybroker,2024-09-02 12:27:21.140990,mazatlan,24630.13698630137
departamento marina platino campo de golf,5000000.0,191.0,2.0,3.0,23.28729711,-106.4559531212,easybroker,2024-09-02 12:27:21.140990,mazatlan,26178.01047120419
hermosa casa en residencial el cielo en mazatlan sinaloa,11500000.0,362.0,3.0,4.0,23.3007938078,-106.4764579376,easybroker,2024-09-02 12:27:21.140990,mazatlan,31767.955801104974
departamento con espectacular vista en mazatlan,12900000.0,200.0,2.0,3.0,23.2990346,-106.4817476,easybroker,2024-09-02 12:27:21.140990,mazatlan,64500.0
finca en venta loma linda mazatlan sinaloa,26250000.0,860.0,8.0,9.0,23.2034322,-106.4285788,easybroker,2024-09-02 12:27:21.140990,mazatlan,30523.25581395349
casa en venta  en fraccionamiento  la pedrera en mazatlan,3900000.0,188.0,3.0,3.0,23.2881840391,-106.4335734674,easybroker,2024-09-02 12:27:21.140990,mazatlan,20744.68085106383
departamentos en venta torre mare mazatlan sinaloa,1900000.0,91.0,2.0,2.0,23.1909797,-106.4232422,easybroker,2024-09-02 12:27:21.140990,mazatlan,20879.120879120877
en venta departamento en mazatlan  el delfin,4355560.0,133.0,2.0,2.0,23.3134849,-106.4772934,easybroker,2024-09-02 12:27:21.140990,mazatlan,32748.571428571428
departamento en akoya sky living mazatlan,7604219.0,123.0,2.0,2.0,23.2131451,-106.4192394,easybroker,2024-09-02 12:27:21.140990,mazatlan,61822.918699186994
departamento en venta en amhara marina condos mazatlan sinaloa,5388635.0,87.0,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,61938.333333333336
residencia en venta en mazatlan sinaloa,13000000.0,100.0,2.0,2.0,23.2458924,-106.4542067,easybroker,2024-09-02 12:27:21.140990,mazatlan,130000.0
departamento en venta en planta baja en real del valle  totalmente equipado,1950000.0,66.0,2.0,2.0,23.2852078757,-106.427017522,easybroker,2024-09-02 12:27:21.140990,mazatlan,29545.454545454544
departamento en venta en tercer nivel  en real del valle  totalmente equipado,2550000.0,78.0,2.0,2.0,23.2849516466,-106.4269959479,easybroker,2024-09-02 12:27:21.140990,mazatlan,32692.30769230769
departamento en venta  en segunda plantaen real del valle  totalmente equipado,2650000.0,78.0,2.0,2.0,23.2849417916,-106.4270281792,easybroker,2024-09-02 12:27:21.140990,mazatlan,33974.35897435898
departamento en venta camino al mar mazatlan sinaloa,13800000.0,180.64,2.0,3.0,23.245821,-106.4536086,easybroker,2024-09-02 12:27:21.140990,mazatlan,76395.03985828167
departamento en un modern living,2995000.0,64.0,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,46796.875
departamentos en preventa mazatlan,2955000.0,64.0,2.0,2.0,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,46171.875
penthouses  en preventa mazatlan,4255000.0,91.26,3.0,3.0,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,46625.02739425816
casa en el centro de mazatlan,4900000.0,360.0,7.0,7.0,23.2000783,-106.4265985,easybroker,2024-09-02 12:27:21.140990,mazatlan,13611.111111111111
casa en venta el cid mazatlan sinaloa,10990000.0,262.94,3.0,3.0,23.2640125,-106.458749,easybroker,2024-09-02 12:27:21.140990,mazatlan,41796.60759108542
venta casa en mazatlan en el cid,16950000.0,700.0,3.0,4.0,23.2552777,-106.4508938,easybroker,2024-09-02 12:27:21.140990,mazatlan,24214.285714285714
departamentos en venta flamingos 407 mazatlan sinaloa,1990000.0,47.8,,,23.2171106,-106.4182516,easybroker,2024-09-02 12:27:21.140990,mazatlan,41631.799163179916
casas en venta,1990000.0,120.0,2.0,2.0,23.2511913,-106.3936766,easybroker,2024-09-02 12:27:21.140990,mazatlan,16583.333333333332
increible casa en venta marina campo de golf,16500000.0,690.0,5.0,5.0,23.295924,-106.4678881,easybroker,2024-09-02 12:27:21.140990,mazatlan,23913.043478260868
espectacular casa en marina campo de golf  modelo  cuarzo,16500000.0,700.0,5.0,5.0,23.295924,-106.4678881,easybroker,2024-09-02 12:27:21.140990,mazatlan,23571.428571428572
departamento las perlas vista a la calle en alameda mazatlan,2400000.0,71.0,2.0,2.0,23.2414457,-106.4383787,easybroker,2024-09-02 12:27:21.140990,mazatlan,33802.81690140845
casa en preventa en recidencial el cid con alberca,35000000.0,692.4,6.0,6.0,23.2552777,-106.4508938,easybroker,2024-09-02 12:27:21.140990,mazatlan,50548.815713460426
departamento escenica clausen living en olas altas,6243480.0,115.0,2.0,2.0,23.2067931,-106.4283731,easybroker,2024-09-02 12:27:21.140990,mazatlan,54291.13043478261
casa veredas modelo nogal,2309000.0,152.0,2.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,15190.78947368421
departamentos imperia frente al mar,6619000.0,112.5,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,58835.555555555555
el encanto perla del pacifico depto tipo 5,4140000.0,75.0,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,55200.0
bateria en marina mazatlan,3188228.0,87.0,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,36646.29885057471
boca de mar  condominio crucero,5450000.0,98.0,2.0,,23.2066219,-106.4278887,easybroker,2024-09-02 12:27:21.140990,mazatlan,55612.244897959186
akoya sky living condominio modelo c y c1,6351036.0,123.2,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,51550.61688311688
villas del lago eco campestre picachos,325000.0,500.0,,,23.2868503,-106.3946738,easybroker,2024-09-02 12:27:21.140990,mazatlan,650.0
departamento frente al mar torre 3 h modelo  monaco,5636300.0,103.4,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,54509.671179883946
departamento vist al mar artemisa mod 04,7710000.0,133.0,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,57969.924812030076
preventa lomas departamentos mod 204304,2997937.5,98.0,2.0,2.0,23.2443491,-106.4450042,easybroker,2024-09-02 12:27:21.140990,mazatlan,30591.198979591838
akoya sky living condominio modelo b,7143082.37,132.5,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,53910.055622641514
departamento con vista al mar  artemisa mod 03,7610000.0,137.0,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,55547.44525547445
departamentos san lorenzo garden  condos mod 103 m2,2850650.0,103.0,2.0,2.0,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,27676.21359223301
departamentos  san lorenzo garden   condos mod 118 m2,3075000.0,118.0,2.0,2.0,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,26059.322033898305
residencial bahia marina  frente al area comun,1924365.5999999999,270.0,,,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,7127.28
privada barcelona mod b,8546500.0,300.0,5.0,5.0,23.2552777,-106.4508938,easybroker,2024-09-02 12:27:21.140990,mazatlan,28488.333333333332
departamentos en venta tower life mod 73 m2,1510400.0,73.1,2.0,2.0,23.2606716,-106.4334064,easybroker,2024-09-02 12:27:21.140990,mazatlan,20662.106703146375
makeva condominios modelo penthouse,3695000.0,126.0,2.0,3.0,23.2161925,-106.4177672,easybroker,2024-09-02 12:27:21.140990,mazatlan,29325.396825396827
makeva condominios modelo 3,2475000.0,78.0,2.0,2.0,23.2161925,-106.4177672,easybroker,2024-09-02 12:27:21.140990,mazatlan,31730.76923076923
makeva condominios modelo 2,2145000.0,63.0,,2.0,23.2161925,-106.4177672,easybroker,2024-09-02 12:27:21.140990,mazatlan,34047.619047619046
penthouse modelo pacific pearl tower,17800000.0,234.0,2.0,3.0,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,76068.37606837606
pacific pearl tower modelo loft,3490000.0,65.4,,,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,53363.91437308868
casa premium en residencial soles en mazatlan,5600000.0,229.0,3.0,3.0,23.2989814,-106.4783346,easybroker,2024-09-02 12:27:21.140990,mazatlan,24454.14847161572
makeva condominios modelo 7 de 92 m2 con vista al mar,2895000.0,92.0,2.0,2.0,23.2161925,-106.4177672,easybroker,2024-09-02 12:27:21.140990,mazatlan,31467.391304347828
makeva condominios modelo 4,2895000.0,92.0,2.0,2.0,23.2161925,-106.4177672,easybroker,2024-09-02 12:27:21.140990,mazatlan,31467.391304347828
departamento en venta tipo loft en lomas de mazatlan,1700000.0,40.3,,,23.2443491,-106.4450042,easybroker,2024-09-02 12:27:21.140990,mazatlan,42183.62282878412
departamento las perlas en alameda vista al parque,2400000.0,71.0,2.0,2.0,23.2414457,-106.4383787,easybroker,2024-09-02 12:27:21.140990,mazatlan,33802.81690140845
departamento puerto viejo en playa sur mazatlan,2470000.0,82.0,2.0,2.0,23.1919551,-106.4214477,easybroker,2024-09-02 12:27:21.140990,mazatlan,30121.951219512193
departamento cardones modelo c marina mazatlan,2315000.0,,2.0,2.0,23.2841948,-106.4301602,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento cataluna  marina mazatlan,5249000.0,120.0,2.0,2.0,23.2626843,-106.4626734,easybroker,2024-09-02 12:27:21.140990,mazatlan,43741.666666666664
cataluna penthouse de lujo marina mazatlan,13500000.0,210.0,4.0,4.0,23.2841948,-106.4301602,easybroker,2024-09-02 12:27:21.140990,mazatlan,64285.71428571428
ciudadela barrio siena,697680.0,136.0,,,23.3048952,-106.4855562,easybroker,2024-09-02 12:27:21.140990,mazatlan,5130.0
departamentos en venta la perla ideal para renta vacacional,1968000.0,45.0,,,23.2620868,-106.4618827,easybroker,2024-09-02 12:27:21.140990,mazatlan,43733.333333333336
departamento en venta en centro historico,3295000.0,71.0,,,23.1962253,-106.4225304,easybroker,2024-09-02 12:27:21.140990,mazatlan,46408.45070422535
departamentos encanto toreo,3128000.0,,,2.0,23.2484633,-106.4384749,easybroker,2024-09-02 12:27:21.140990,mazatlan,
espectacular casa en altabrisa en venta de 4 recamaras,5200000.0,249.0,3.0,4.0,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,20883.534136546186
bella casa en venta coto 7  real del valle,3850000.0,162.0,2.0,3.0,23.2804851,-106.4291533,easybroker,2024-09-02 12:27:21.140990,mazatlan,23765.432098765432
casa en venta sonterra 4 recamaras bellisima,4250000.0,173.0,3.0,4.0,23.2962306,-106.4348121,easybroker,2024-09-02 12:27:21.140990,mazatlan,24566.473988439306
casa en venta rincon real,1170000.0,75.0,2.0,3.0,23.2398874,-106.3829808,easybroker,2024-09-02 12:27:21.140990,mazatlan,15600.0
departamento de lujo en marina campo de golf,3094000.0,80.0,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,38675.0
espectacular villa en marina campo de golf,10965375.0,288.3,3.0,3.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,38034.59937565036
departamento a 3 cuadras de malecon de mazatlan,2355000.0,64.0,2.0,2.0,23.2210229,-106.4205456,easybroker,2024-09-02 12:27:21.140990,mazatlan,36796.875
departamentos cordelier en venta a 3 cuadras del malecon de mazatlan,2285499.0,80.5,2.0,2.0,23.2196392,-106.4197455,easybroker,2024-09-02 12:27:21.140990,mazatlan,28391.291925465837
departamentos  maraka  cerca a  zona dorada av tiburon,3243846.0,78.57,2.0,,23.259742,-106.4591467,easybroker,2024-09-02 12:27:21.140990,mazatlan,41286.063382970606
departamentos en venta en real del valle mazatlan excelente ubicacion en avenida,1913720.0,67.0,2.0,2.0,23.2812822,-106.4306302,easybroker,2024-09-02 12:27:21.140990,mazatlan,28562.985074626864
departamentos de lujo a 3 minutos de la playa enfrente de pueblo bonito mazatlan,2866228.0,80.0,2.0,2.0,23.2590317,-106.4625775,easybroker,2024-09-02 12:27:21.140990,mazatlan,35827.85
departamentos en venta zona dorada mazatlan gaviotas,2800000.0,60.0,2.0,2.0,23.247252,-106.45163,easybroker,2024-09-02 12:27:21.140990,mazatlan,46666.666666666664
departamentos en venta cerro del vigia mazatlan,3290000.0,94.0,2.0,2.0,23.1892376,-106.4266004,easybroker,2024-09-02 12:27:21.140990,mazatlan,35000.0
gaia towers  bellos departamentos cerca de malecon,2120000.0,57.0,2.0,2.0,23.2248175,-106.4231518,easybroker,2024-09-02 12:27:21.140990,mazatlan,37192.98245614035
espectaculares departamentos talisman en venta  frente al mar de mazatlan,3346400.0,65.0,2.0,2.0,23.2215262,-106.4234542,easybroker,2024-09-02 12:27:21.140990,mazatlan,51483.07692307692
departamentos playa norte en venta en mazatlan con vista al mar  y a la playa no,2288000.0,42.0,2.0,2.0,23.2073969,-106.4255244,easybroker,2024-09-02 12:27:21.140990,mazatlan,54476.19047619047
departamentos amatista tower en venta en sabalo country mazatlan,2191297.0,56.0,2.0,2.0,23.2631137,-106.4608453,easybroker,2024-09-02 12:27:21.140990,mazatlan,39130.30357142857
departamentos en venta en mazatlan a 3 cuadras del malecon y playa zona reforma,1424300.0,40.0,2.0,2.0,23.2137411,-106.4185271,easybroker,2024-09-02 12:27:21.140990,mazatlan,35607.5
departamento en venta en mazatlan a 2 cuadras del malecon y playa,2844000.0,77.0,2.0,2.0,23.2216507,-106.4217335,easybroker,2024-09-02 12:27:21.140990,mazatlan,36935.06493506493
espectacular departamento  de lujo litoral frente al mar de mazatlan en malecon,4401000.0,70.0,,,23.2154516,-106.421467,easybroker,2024-09-02 12:27:21.140990,mazatlan,62871.42857142857
