oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2
departamento en renta en ferrocarrilera,4,4,200.0,23.220552,-106.42318,2024-09-04 11:28:07.772966,lamudi,55000.0,275.0
departamento en renta en sabalo country club,1,1,,23.262684,-106.462673,2024-09-04 11:28:07.772966,lamudi,14500.0,
departamento en renta en las gaviotas,2,2,,23.246281,-106.451998,2024-09-04 11:28:07.772966,lamudi,18000.0,
departamento en renta en cerritos resort,2,2,,23.276905,-106.467499,2024-09-04 11:28:07.772966,lamudi,42000.0,
departamento en renta en sabalo cerritos,2,2,,23.291257,-106.474182,2024-09-04 11:28:07.772966,lamudi,46000.0,
casa en renta en sabalo country club,3,2,,23.265414,-106.463563,2024-09-04 11:28:07.772966,lamudi,17000.0,
departamento en renta en ferrocarrilera,3,2,,23.221856,-106.422892,2024-09-04 11:28:07.772966,lamudi,23000.0,
casa en renta en real del valle,4,3,190.0,23.286094,-106.425514,2024-09-04 11:28:07.772966,lamudi,23000.0,121.05263157894737
casa en renta en mazatlan,2,2,90.0,23.296231,-106.434812,2024-09-04 11:28:07.772966,lamudi,17000.0,188.88888888888889
casa en renta en mediterraneo club residencial,3,2,162.0,23.272374,-106.445751,2024-09-04 11:28:07.772966,lamudi,27000.0,166.66666666666666
casa en renta en mediterraneo club residencial,3,2,,23.272374,-106.445751,2024-09-04 11:28:07.772966,lamudi,24000.0,
casa en renta en real del valle,4,3,,23.286094,-106.425514,2024-09-04 11:28:07.772966,lamudi,20000.0,
casa en renta en real del valle,4,3,201.0,23.289265,-106.424372,2024-09-04 11:28:07.772966,lamudi,5250000.0,26119.402985074626
casa en renta en el cid,3,2,,23.261542,-106.446033,2024-09-04 11:28:07.772966,lamudi,38000.0,
casa en renta en club real,3,3,,23.269398,-106.447213,2024-09-04 11:28:07.772966,lamudi,28000.0,
casa en renta en sabalo cerritos,3,2,,23.305479,-106.478069,2024-09-04 11:28:07.772966,lamudi,28000.0,
casa en renta en sabalo cerritos,3,2,,23.287671,-106.467829,2024-09-04 11:28:07.772966,lamudi,19500.0,
casa en renta en el cid,3,3,,23.255278,-106.450894,2024-09-04 11:28:07.772966,lamudi,85000.0,
casa en renta en real del valle,4,3,,23.286383,-106.430281,2024-09-04 11:28:07.772966,lamudi,22000.0,
casa en renta en el cid,3,4,,23.252974,-106.45468,2024-09-04 11:28:07.772966,lamudi,45000.0,
casa en renta en el cid,3,4,,23.255278,-106.450894,2024-09-04 11:28:07.772966,lamudi,38000.0,
casa en renta en balcones de loma linda,3,2,,23.202262,-106.42876,2024-09-04 11:28:07.772966,lamudi,50000.0,
casa en renta en playas infonavit,4,4,,23.251619,-106.422828,2024-09-04 11:28:07.772966,lamudi,45000.0,
casa en renta en el cid,2,2,,23.255278,-106.450894,2024-09-04 11:28:07.772966,lamudi,26500.0,
departamento en renta en ciudad de mazatlan,2,2,,23.286446,-106.454914,2024-09-04 11:28:07.772966,lamudi,19000.0,
casa en renta en club real,3,2,,23.269398,-106.447213,2024-09-04 11:28:07.772966,lamudi,35000.0,
departamento en renta en real del valle,2,2,,23.275569,-106.42785,2024-09-04 11:28:07.772966,lamudi,18000.0,
casa en renta en cerritos resort,3,2,,23.306722,-106.477901,2024-09-04 11:28:07.772966,lamudi,20000.0,
departamento en renta en real del valle,2,1,,23.286383,-106.430281,2024-09-04 11:28:07.772966,lamudi,13000.0,
casa en renta en real del valle,2,2,,23.286383,-106.430281,2024-09-04 11:28:07.772966,lamudi,17500.0,
casa en renta en playas infonavit,4,3,,23.251619,-106.422828,2024-09-04 11:28:07.772966,lamudi,42000.0,
casa en renta en real del valle,3,1,,23.275569,-106.42785,2024-09-04 11:28:07.772966,lamudi,15000.0,
departamento en renta en genaro estrada calderon,2,2,,23.26383,-106.368787,2024-09-04 11:28:07.772966,lamudi,25000.0,
casa en renta en pradera dorada,4,4,,23.270198,-106.368031,2024-09-04 11:28:07.772966,lamudi,35000.0,
casa en renta en club real,4,4,,23.269398,-106.447213,2024-09-04 11:28:07.772966,lamudi,48000.0,
departamento en renta en ciudad de mazatlan,2,2,,23.286446,-106.454914,2024-09-04 11:28:07.772966,lamudi,18000.0,
departamento en renta en villa galaxia,3,3,,23.240507,-106.414831,2024-09-04 11:28:07.772966,lamudi,35000.0,
casa en renta en mediterraneo club residencial,3,3,,23.273764,-106.44557,2024-09-04 11:28:07.772966,lamudi,19000.0,
casa en renta en real del valle,3,2,,23.294649,-106.419532,2024-09-04 11:28:07.772966,lamudi,23000.0,
casa en renta en real pacifico,4,3,,23.273602,-106.434124,2024-09-04 11:28:07.772966,lamudi,30000.0,
casa en renta en sabalo cerritos,3,3,,23.305479,-106.478069,2024-09-04 11:28:07.772966,lamudi,40000.0,
casa en renta en santa virginia,3,3,,23.238552,-106.421492,2024-09-04 11:28:07.772966,lamudi,15000.0,
departamento en renta en lomas de mazatlan,2,2,,23.244349,-106.445004,2024-09-04 11:28:07.772966,lamudi,16000.0,
departamento en renta en lomas de mazatlan,1,1,,23.244349,-106.445004,2024-09-04 11:28:07.772966,lamudi,15000.0,
departamento en renta en federico velarde,2,2,,23.249415,-106.411142,2024-09-04 11:28:07.772966,lamudi,40000.0,
departamento en renta en marina mazatlan,3,3,,23.271305,-106.453069,2024-09-04 11:28:07.772966,lamudi,21500.0,
departamento en renta en marina mazatlan,2,2,,23.283969,-106.444781,2024-09-04 11:28:07.772966,lamudi,17500.0,
casa en renta en real del valle,2,1,,23.298067,-106.429527,2024-09-04 11:28:07.772966,lamudi,16000.0,
departamento en renta en sabalo cerritos,2,2,,23.298037,-106.480609,2024-09-04 11:28:07.772966,lamudi,35000.0,
departamento en renta en sabalo cerritos,2,2,,23.307434,-106.474483,2024-09-04 11:28:07.772966,lamudi,14000.0,
casa en renta en real del valle,3,2,,23.286383,-106.430281,2024-09-04 11:28:07.772966,lamudi,18000.0,
casa en renta en la joya,3,2,,23.263536,-106.419879,2024-09-04 11:28:07.772966,lamudi,15000.0,
casa en renta en el cid,3,2,,23.255278,-106.450894,2024-09-04 11:28:07.772966,lamudi,40000.0,
casa en renta en quinta real,3,2,,23.258021,-106.421173,2024-09-04 11:28:07.772966,lamudi,15000.0,
casa en renta en plaza reforma,3,2,,23.248141,-106.434882,2024-09-04 11:28:07.772966,lamudi,17000.0,
casa en renta en sabalo cerritos,3,3,,23.307434,-106.474483,2024-09-04 11:28:07.772966,lamudi,18500.0,
casa en renta en el cid,3,2,,23.255278,-106.450894,2024-09-04 11:28:07.772966,lamudi,24000.0,
departamento en renta en los pinos,2,2,,23.205892,-106.427275,2024-09-04 11:28:07.772966,lamudi,22000.0,
casa en renta en paseo alameda,3,4,,23.265996,-106.426463,2024-09-04 11:28:07.772966,lamudi,25000.0,
casa en renta en ciudad de mazatlan,3,2,,23.287141,-106.421927,2024-09-04 11:28:07.772966,lamudi,16000.0,
departamento en renta en cerro del vigia,2,2,,23.18847,-106.425206,2024-09-04 11:28:07.772966,lamudi,24000.0,
departamento en renta en las gaviotas,1,1,,23.248586,-106.452425,2024-09-04 11:28:07.772966,lamudi,12000.0,
departamento en renta en reforma,2,2,,23.213457,-106.420758,2024-09-04 11:28:07.772966,lamudi,30000.0,
casa en renta en villas de rueda,3,4,,23.287421,-106.473854,2024-09-04 11:28:07.772966,lamudi,40000.0,
casa en renta en centro,4,3,,23.203197,-106.420835,2024-09-04 11:28:07.772966,lamudi,20000.0,
departamento en renta en los pinos,2,2,,23.205892,-106.427275,2024-09-04 11:28:07.772966,lamudi,21000.0,
casa en renta en sabalo cerritos,3,3,,23.297321,-106.477756,2024-09-04 11:28:07.772966,lamudi,18000.0,
departamento en renta en ferrocarrilera,3,2,,23.217779,-106.419987,2024-09-04 11:28:07.772966,lamudi,16000.0,
casa en renta en club real,4,3,,23.269398,-106.447213,2024-09-04 11:28:07.772966,lamudi,45000.0,
casa en renta en playa sur,3,2,,23.188578,-106.419261,2024-09-04 11:28:07.772966,lamudi,25000.0,
casa en renta en mediterraneo club residencial,3,2,,23.272374,-106.445751,2024-09-04 11:28:07.772966,lamudi,23000.0,
casa en renta en real pacifico,2,1,,23.275943,-106.433234,2024-09-04 11:28:07.772966,lamudi,11500.0,
casa en renta en lomas de mazatlan,3,2,,23.245537,-106.446151,2024-09-04 11:28:07.772966,lamudi,25000.0,
departamento en renta en ferrocarrilera,2,2,,23.221659,-106.420712,2024-09-04 11:28:07.772966,lamudi,16000.0,
departamento en renta en casa blanca,2,2,,23.235549,-106.42972,2024-09-04 11:28:07.772966,lamudi,25000.0,
casa en renta en real pacifico,2,1,,23.275943,-106.433234,2024-09-04 11:28:07.772966,lamudi,12000.0,
casa en renta en el dorado,3,2,,23.251314,-106.453393,2024-09-04 11:28:07.772966,lamudi,14000.0,
casa en renta en real del mar,4,3,,23.290961,-106.476847,2024-09-04 11:28:07.772966,lamudi,35000.0,
casa en renta en las gaviotas,2,2,,23.248586,-106.452425,2024-09-04 11:28:07.772966,lamudi,25000.0,
casa en renta en real del valle,3,2,,23.294649,-106.419532,2024-09-04 11:28:07.772966,lamudi,13000.0,
casa en renta en royal country,3,2,,23.291596,-106.472613,2024-09-04 11:28:07.772966,lamudi,13000.0,
casa en renta en el cid,2,2,,23.252974,-106.45468,2024-09-04 11:28:07.772966,lamudi,25000.0,
casa en renta en lomas del bosque,3,2,,23.256412,-106.416663,2024-09-04 11:28:07.772966,lamudi,15000.0,
casa en renta en lomas de mazatlan,4,3,,23.244349,-106.445004,2024-09-04 11:28:07.772966,lamudi,30000.0,
casa en renta en el dorado,3,2,,23.251429,-106.453102,2024-09-04 11:28:07.772966,lamudi,20000.0,
departamento en renta en sabalo cerritos,2,1,,23.287671,-106.467829,2024-09-04 11:28:07.772966,lamudi,20000.0,
departamento en renta en las gaviotas,2,1,,23.246281,-106.451998,2024-09-04 11:28:07.772966,lamudi,12000.0,
departamento en renta en lomas de mazatlan,2,1,,23.244349,-106.445004,2024-09-04 11:28:07.772966,lamudi,16000.0,
casa en renta en sabalo cerritos,2,2,,23.291322,-106.474221,2024-09-04 11:28:07.772966,lamudi,16000.0,
departamento en renta en ferrocarrilera,3,2,,23.223787,-106.421929,2024-09-04 11:28:07.772966,lamudi,25000.0,
casa en renta en real del valle,3,2,,23.275569,-106.42785,2024-09-04 11:28:07.772966,lamudi,30000.0,
casa en renta en el cid,3,2,,23.252974,-106.45468,2024-09-04 11:28:07.772966,lamudi,22000.0,
departamento en renta en el toreo,2,2,,23.24867,-106.438379,2024-09-04 11:28:07.772966,lamudi,14000.0,
departamento en renta en el toreo,2,2,,23.24867,-106.438379,2024-09-04 11:28:07.772966,lamudi,15000.0,
casa en renta en cerritos resort,3,3,,23.306418,-106.477959,2024-09-04 11:28:07.772966,lamudi,30000.0,
casa en renta en flamingos,3,2,,23.236145,-106.437274,2024-09-04 11:28:07.772966,lamudi,20000.0,
casa en renta en centro,2,2,,23.197344,-106.423765,2024-09-04 11:28:07.772966,lamudi,20000.0,
casa en renta en plaza reforma,3,2,,23.248141,-106.434882,2024-09-04 11:28:07.772966,lamudi,15000.0,
casa en renta en hacienda los mangos,3,3,,23.263257,-106.426969,2024-09-04 11:28:07.772966,lamudi,16000.0,
casa en renta en ciudad de mazatlan,3,2,,23.287141,-106.421927,2024-09-04 11:28:07.772966,lamudi,17000.0,
casa en renta en real del valle,4,3,,23.275569,-106.42785,2024-09-04 11:28:07.772966,lamudi,27000.0,
casa en renta en real del valle,2,1,,23.275569,-106.42785,2024-09-04 11:28:07.772966,lamudi,12000.0,
departamento en renta en sabalo country club,2,1,,23.265414,-106.463563,2024-09-04 11:28:07.772966,lamudi,12000.0,
casa en renta en real del valle,3,2,,23.294649,-106.419532,2024-09-04 11:28:07.772966,lamudi,12000.0,
casa en renta en las gaviotas,3,2,,23.245244,-106.45164,2024-09-04 11:28:07.772966,lamudi,32000.0,
departamento en renta en real del valle,2,2,71.0,23.282649,-106.428552,2024-09-04 11:28:07.772966,lamudi,12500.0,176.05633802816902
departamento en renta en cerritos resort,3,2,,23.306722,-106.477901,2024-09-04 11:28:07.772966,lamudi,12000.0,
casa en renta en real del valle,3,2,,23.286094,-106.425514,2024-09-04 11:28:07.772966,lamudi,25000.0,
casa en renta en el dorado,3,2,,23.251314,-106.453393,2024-09-04 11:28:07.772966,lamudi,15000.0,
casa en renta en lomas de mazatlan,3,3,,23.245537,-106.446151,2024-09-04 11:28:07.772966,lamudi,20000.0,
departamento en renta en real pacifico,2,2,,23.273602,-106.434124,2024-09-04 11:28:07.772966,lamudi,13000.0,
departamento en renta en casa blanca,2,2,,23.237351,-106.430853,2024-09-04 11:28:07.772966,lamudi,13950.0,
departamento en renta en costa azul,3,3,,23.258283,-106.392374,2024-09-04 11:28:07.772966,lamudi,30000.0,
casa en renta en el cid,4,3,,23.255278,-106.450894,2024-09-04 11:28:07.772966,lamudi,35000.0,
departamento en renta en centro,2,1,,23.205118,-106.419976,2024-09-04 11:28:07.772966,lamudi,16000.0,
departamento en renta en cerritos resort,2,2,,23.307572,-106.477456,2024-09-04 11:28:07.772966,lamudi,14000.0,
casa en renta en hacienda los mangos,3,1,,23.261169,-106.426232,2024-09-04 11:28:07.772966,lamudi,12000.0,
departamento en renta en real del valle,2,2,,23.275569,-106.42785,2024-09-04 11:28:07.772966,lamudi,13000.0,
departamento en renta en ferrocarrilera,2,2,,23.217951,-106.421199,2024-09-04 11:28:07.772966,lamudi,30000.0,
departamento en renta en alameda,2,2,,23.243192,-106.436661,2024-09-04 11:28:07.772966,lamudi,22000.0,
departamento en renta en sabalo cerritos,2,2,,23.290939,-106.470268,2024-09-04 11:28:07.772966,lamudi,13500.0,
departamento en renta en sabalo cerritos,2,2,,23.291257,-106.474182,2024-09-04 11:28:07.772966,lamudi,45000.0,
departamento en renta en sabalo country club,2,2,90.0,23.265414,-106.463563,2024-09-04 11:28:07.772966,lamudi,13000.0,144.44444444444446
departamento en renta en ferrocarrilera,2,1,,23.216192,-106.417767,2024-09-04 11:28:07.772966,lamudi,13000.0,
casa en renta en centro,2,3,,23.196582,-106.423713,2024-09-04 11:28:07.772966,lamudi,25000.0,
departamento en renta en reforma,2,1,,23.213457,-106.420758,2024-09-04 11:28:07.772966,lamudi,25000.0,
departamento en renta en el dorado,2,2,,23.251429,-106.453102,2024-09-04 11:28:07.772966,lamudi,15000.0,
departamento en renta en lomas de mazatlan,2,2,,23.244349,-106.445004,2024-09-04 11:28:07.772966,lamudi,15000.0,
departamento en renta en playa sur,2,,,23.188578,-106.419261,2024-09-04 11:28:07.772966,lamudi,15000.0,
departamento en renta en las gaviotas,2,,,23.246281,-106.451998,2024-09-04 11:28:07.772966,lamudi,15000.0,
departamento en renta en sabalo country club,1,,38.0,23.262468,-106.46359,2024-09-04 11:28:07.772966,lamudi,12000.0,315.7894736842105
departamento en renta en telleria,2,2,161.0,23.225477,-106.42634,2024-09-04 11:28:07.772966,lamudi,34000.0,211.1801242236025
casa en renta en quintas del mar,3,2,250.0,23.2957825,-106.4807122,2024-09-04 11:28:07.772966,lamudi,28000.0,112.0
loft en renta en independencia,1,1,20.0,23.220183,-106.41446,2024-09-04 11:28:07.772966,lamudi,3000.0,150.0
