oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2
departamento en venta en marina mazatlan,3,2,139.0,23.272236,-106.453532,2024-09-02 13:00:56.917298,lamudi,4395000.0,31618.705035971223
departamento en venta en sabalo cerritos,2,2,63.0,23.3024,-106.47899,2024-09-02 13:00:56.917298,lamudi,3550000.0,56349.206349206346
casa en venta en real del valle,4,3,198.0,23.282649,-106.428552,2024-09-02 13:00:56.917298,lamudi,4500000.0,22727.272727272728
departamento en venta en sabalo country club,1,1,70.0,23.265855,-106.461911,2024-09-02 13:00:56.917298,lamudi,2900000.0,41428.57142857143
departamento en venta en alameda,2,2,85.0,23.2388972,-106.4337087,2024-09-02 13:00:56.917298,lamudi,3250000.0,38235.294117647056
casa en venta en real del valle,4,4,171.0,23.302951,-106.425305,2024-09-02 13:00:56.917298,lamudi,4100000.0,23976.6081871345
casa en venta en real del valle,3,2,150.0,23.302951,-106.425305,2024-09-02 13:00:56.917298,lamudi,3700000.0,24666.666666666668
departamento en venta en playa sur,2,2,78.0,23.1919551,-106.4214477,2024-09-02 13:00:56.917298,lamudi,2650000.0,33974.35897435898
casa en venta en marina mazatlan,4,4,219.0,23.2929564,-106.4564725,2024-09-02 13:00:56.917298,lamudi,6150000.0,28082.19178082192
departamento en venta en marina mazatlan,1,1,50.0,23.2928451,-106.4371765,2024-09-02 13:00:56.917298,lamudi,2077864.0,41557.28
casa en venta en centro,4,2,183.0,23.2051184,-106.4199755,2024-09-02 13:00:56.917298,lamudi,2350000.0,12841.530054644809
departamento en venta en telleria,2,2,135.0,23.2322273,-106.43442,2024-09-02 13:00:56.917298,lamudi,6500000.0,48148.148148148146
casa en venta en club real,3,3,194.0,23.269398,-106.447213,2024-09-02 13:00:56.917298,lamudi,5500000.0,28350.515463917527
departamento en venta en marina mazatlan,3,2,161.0,23.269446,-106.452461,2024-09-02 13:00:56.917298,lamudi,4000000.0,24844.72049689441
departamento en venta en balcones de loma linda,2,2,97.0,23.200152,-106.429648,2024-09-02 13:00:56.917298,lamudi,4753000.0,49000.0
departamento en venta en venadillo,2,2,68.0,23.289639382934027,-106.4426756219513,2024-09-02 13:00:56.917298,lamudi,3300000.0,48529.41176470588
casa en venta en mazatlan,4,3,232.0,23.29653017,-106.43420477,2024-09-02 13:00:56.917298,lamudi,5590000.0,24094.827586206895
casa en venta en marina mazatlan,4,4,227.0,23.2929564,-106.4564725,2024-09-02 13:00:56.917298,lamudi,6242500.0,27500.0
departamento en venta en ferrocarrilera,2,2,64.0,23.217041,-106.418603,2024-09-02 13:00:56.917298,lamudi,2355000.0,36796.875
casa en venta en sabalo cerritos,3,3,230.0,23.3056571,-106.4744846,2024-09-02 13:00:56.917298,lamudi,6990000.0,30391.304347826088
departamento en venta en ferrocarrilera,2,1,74.0,23.216192,-106.417767,2024-09-02 13:00:56.917298,lamudi,2500000.0,33783.78378378379
casa en venta en sabalo cerritos,4,4,287.0,23.2840557,-106.4692099,2024-09-02 13:00:56.917298,lamudi,8899000.0,31006.96864111498
casa en venta en sabalo cerritos,3,2,136.0,23.3056571,-106.4744846,2024-09-02 13:00:56.917298,lamudi,4980000.0,36617.64705882353
departamento en venta en real del valle,2,2,62.0,23.283265,-106.426067,2024-09-02 13:00:56.917298,lamudi,2500000.0,40322.58064516129
casa en venta en marina mazatlan,4,3,207.0,23.2929564,-106.4564725,2024-09-02 13:00:56.917298,lamudi,6980000.0,33719.80676328502
casa en venta en real del valle,4,4,,23.298067,-106.429527,2024-09-02 13:00:56.917298,lamudi,5200000.0,
departamento en venta en playa sur,2,2,65.0,23.1919551,-106.4214477,2024-09-02 13:00:56.917298,lamudi,2485000.0,38230.769230769234
casa en venta en lucio valverde,,,,23.2670481,-106.3982618,2024-09-02 13:00:56.917298,lamudi,1757418.0,
departamento en venta en sabalo cerritos,2,1,67.0,23.3024,-106.47899,2024-09-02 13:00:56.917298,lamudi,3200000.0,47761.19402985075
casa en venta en mazatlan i,3,3,234.0,23.2966832,-106.4341712,2024-09-02 13:00:56.917298,lamudi,5300000.0,22649.57264957265
loft en venta en las gaviotas,2,2,69.0,23.2471902,-106.4504436,2024-09-02 13:00:56.917298,lamudi,3376276.0,48931.536231884056
departamento en venta en las gaviotas,1,1,,23.2455613,-106.4531512,2024-09-02 13:00:56.917298,lamudi,3949390.0,
condominio horizontal en venta en zona dorada,2,2,110.0,23.248671,-106.455138,2024-09-02 13:00:56.917298,lamudi,10900000.0,99090.90909090909
departamento en venta en centro,2,2,94.0,23.2073172,-106.4244114,2024-09-02 13:00:56.917298,lamudi,4150000.0,44148.936170212764
casa en venta en sabalo cerritos,4,4,300.0,23.29725,-106.47639,2024-09-02 13:00:56.917298,lamudi,4600000.0,15333.333333333334
casa en venta en mazatlan i,4,4,243.0,23.2966832,-106.4341712,2024-09-02 13:00:56.917298,lamudi,6000000.0,24691.35802469136
casa en venta en marina mazatlan,4,3,223.0,23.2929564,-106.4564725,2024-09-02 13:00:56.917298,lamudi,6132500.0,27500.0
departamento en venta en ferrocarrilera,2,2,101.0,23.221659,-106.420712,2024-09-02 13:00:56.917298,lamudi,3800000.0,37623.762376237624
departamento en venta en ferrocarrilera,1,1,40.0,23.22145297,-106.42282347,2024-09-02 13:00:56.917298,lamudi,2490000.0,62250.0
loft en venta en telleria,1,1,42.0,23.235672,-106.439393,2024-09-02 13:00:56.917298,lamudi,3300000.0,78571.42857142857
departamento en venta en ferrocarrilera,2,2,94.0,23.216192,-106.417767,2024-09-02 13:00:56.917298,lamudi,2850000.0,30319.14893617021
casa en venta en del valle,3,2,89.0,23.26181077,-106.4074799,2024-09-02 13:00:56.917298,lamudi,1757418.0,19746.26966292135
casa en venta en real del valle,3,3,185.0,23.28120098,-106.43053515,2024-09-02 13:00:56.917298,lamudi,4750000.0,25675.675675675677
departamento en venta en salvador allende,1,1,65.0,23.2493997,-106.4045181,2024-09-02 13:00:56.917298,lamudi,1040000.0,16000.0
departamento en venta en marina mazatlan,2,2,,23.27246,-106.4533,2024-09-02 13:00:56.917298,lamudi,3790000.0,
casa en venta en marina mazatlan,4,3,233.0,23.2962544,-106.4344529,2024-09-02 13:00:56.917298,lamudi,6100000.0,26180.257510729614
casa en venta en real del valle,2,2,66.0,23.3040064,-106.42556759,2024-09-02 13:00:56.917298,lamudi,1964000.0,29757.575757575756
loft en venta en sabalo country club,1,1,45.0,23.2626843,-106.4626734,2024-09-02 13:00:56.917298,lamudi,2360000.0,52444.444444444445
departamento en venta en sanchez celis,2,1,,23.2430343,-106.4302811,2024-09-02 13:00:56.917298,lamudi,2550000.0,
departamento en venta en ferrocarrilera,2,2,90.0,23.2181131,-106.4194464,2024-09-02 13:00:56.917298,lamudi,3400000.0,37777.77777777778
casa en venta en mazatlan i,4,4,265.0,23.2966832,-106.4341712,2024-09-02 13:00:56.917298,lamudi,6270000.0,23660.377358490565
departamento en venta en olimpica,2,1,54.0,23.2362516,-106.4126147,2024-09-02 13:00:56.917298,lamudi,1500000.0,27777.777777777777
departamento en venta en sanchez celis,1,1,,23.2430343,-106.4302811,2024-09-02 13:00:56.917298,lamudi,1650000.0,
departamento en venta en zona dorada,2,2,170.0,23.245541,-106.454118,2024-09-02 13:00:56.917298,lamudi,11000000.0,64705.882352941175
casa en venta en salvador allende,3,1,114.0,23.24876,-106.40525,2024-09-02 13:00:56.917298,lamudi,1790000.0,15701.754385964912
casa en fraccionamiento en venta en el cid,4,4,,23.2552777,-106.4508938,2024-09-02 13:00:56.917298,lamudi,20950000.0,
departamento en venta en jardines del bosque,2,2,64.0,23.27208166,-106.41252212,2024-09-02 13:00:56.917298,lamudi,1989000.0,31078.125
departamento en venta en sabalo country club,2,,104.0,23.2626843,-106.4626734,2024-09-02 13:00:56.917298,lamudi,3300000.0,31730.76923076923
departamento en venta en marina mazatlan,2,2,112.0,23.2842802,-106.4656791,2024-09-02 13:00:56.917298,lamudi,5636542.0,50326.267857142855
departamento en venta en marina mazatlan,,,,23.2713123,-106.4567375,2024-09-02 13:00:56.917298,lamudi,4700000.0,
casa en venta en real del valle,4,3,201.0,23.289265,-106.424372,2024-09-02 13:00:56.917298,lamudi,5250000.0,26119.402985074626
casa en venta en marina mazatlan,4,4,350.0,23.277441,-106.452278,2024-09-02 13:00:56.917298,lamudi,9800000.0,28000.0
casa en venta en sabalo cerritos,3,2,103.0,23.287671,-106.467829,2024-09-02 13:00:56.917298,lamudi,4290000.0,41650.48543689321
casa en venta en real del valle,4,3,192.0,23.286094,-106.425514,2024-09-02 13:00:56.917298,lamudi,4230000.0,22031.25
casa en venta en mazatlan,4,3,210.0,23.296231,-106.434812,2024-09-02 13:00:56.917298,lamudi,5040000.0,24000.0
casa en venta en rincon de las palmas,3,3,184.0,23.280089,-106.438415,2024-09-02 13:00:56.917298,lamudi,4200000.0,22826.08695652174
casa en venta en sabalo cerritos,4,3,249.0,23.305479,-106.478069,2024-09-02 13:00:56.917298,lamudi,5200000.0,20883.534136546186
casa en condominio en venta en el cid,,,,23.266346,-106.46173,2024-09-02 13:00:56.917298,lamudi,3700000.0,
departamento en venta en sanchez celis,2,2,89.0,23.2430343,-106.4302811,2024-09-02 13:00:56.917298,lamudi,1990000.0,22359.550561797754
departamento en venta en lopez mateos,2,2,88.0,23.240152,-106.426651,2024-09-02 13:00:56.917298,lamudi,2550000.0,28977.272727272728
casa en venta en real del valle,3,2,200.0,23.284653,-106.428044,2024-09-02 13:00:56.917298,lamudi,3950000.0,19750.0
departamento en venta en ferrocarrilera,1,1,37.0,23.221542,-106.423625,2024-09-02 13:00:56.917298,lamudi,2745400.0,74200.0
casa en venta en real del valle,3,3,145.0,23.284653,-106.428044,2024-09-02 13:00:56.917298,lamudi,3350000.0,23103.44827586207
departamento en venta en telleria,3,3,133.0,23.237719,-106.441139,2024-09-02 13:00:56.917298,lamudi,8184123.0,61534.759398496244
casa en venta en real del valle,4,3,231.0,23.286094,-106.425514,2024-09-02 13:00:56.917298,lamudi,4100000.0,17748.91774891775
casa en venta en real del valle,4,4,260.0,23.2942677,-106.4361235,2024-09-02 13:00:56.917298,lamudi,6392900.0,24588.076923076922
casa en venta en el toreo,3,2,185.0,23.248463,-106.438475,2024-09-02 13:00:56.917298,lamudi,4499000.0,24318.91891891892
casa en venta en ciudad de mazatlan,3,2,132.0,23.287141,-106.421927,2024-09-02 13:00:56.917298,lamudi,3850000.0,29166.666666666668
departamento en venta en cerritos resort,1,1,50.0,23.275921,-106.466684,2024-09-02 13:00:56.917298,lamudi,3050000.0,61000.0
casa en venta en el cid,4,5,321.0,23.255278,-106.450894,2024-09-02 13:00:56.917298,lamudi,8950000.0,27881.619937694704
departamento en venta en zona dorada,3,2,176.0,23.245464,-106.454386,2024-09-02 13:00:56.917298,lamudi,14500000.0,82386.36363636363
departamento en venta en centro,2,2,117.0,23.196582,-106.423713,2024-09-02 13:00:56.917298,lamudi,3200000.0,27350.42735042735
casa en venta en marina mazatlan,4,4,340.0,23.2777811,-106.4522242,2024-09-02 13:00:56.917298,lamudi,10490000.0,30852.941176470587
casa en venta en real del valle,3,2,104.0,23.286383,-106.430281,2024-09-02 13:00:56.917298,lamudi,3050000.0,29326.923076923078
departamento en venta en telleria,2,2,106.0,23.228899,-106.427337,2024-09-02 13:00:56.917298,lamudi,5700000.0,53773.58490566038
casa en venta en sabalo cerritos,4,3,272.0,23.284056,-106.46921,2024-09-02 13:00:56.917298,lamudi,8300000.0,30514.70588235294
departamento en venta en ciudad de mazatlan,2,2,62.0,23.308144,-106.474676,2024-09-02 13:00:56.917298,lamudi,2700000.0,43548.3870967742
departamento en venta en las gaviotas,2,2,70.0,23.2470198,-106.4505586,2024-09-02 13:00:56.917298,lamudi,3170000.0,45285.71428571428
casa en venta en real del valle,4,4,216.0,23.2942677,-106.4361235,2024-09-02 13:00:56.917298,lamudi,5675900.0,26277.314814814814
casa en venta en ciudad de mazatlan,3,4,,23.287141,-106.421927,2024-09-02 13:00:56.917298,lamudi,3990000.0,
casa en venta en sabalo cerritos,3,3,247.0,23.3054792,-106.4780693,2024-09-02 13:00:56.917298,lamudi,6000000.0,24291.497975708502
departamento en venta en sabalo cerritos,2,2,65.0,23.307434,-106.474483,2024-09-02 13:00:56.917298,lamudi,2300000.0,35384.61538461538
departamento en venta en sabalo cerritos,2,2,65.0,23.307434,-106.474483,2024-09-02 13:00:56.917298,lamudi,2390000.0,36769.230769230766
departamento en venta en zona dorada,3,3,200.0,23.247904,-106.454454,2024-09-02 13:00:56.917298,lamudi,10000000.0,50000.0
departamento en venta en ciudad de mazatlan,2,2,65.0,23.308144,-106.474676,2024-09-02 13:00:56.917298,lamudi,2480000.0,38153.846153846156
casa en venta en mazatlan i,3,3,,23.296569732044297,-106.43421686560667,2024-09-02 13:00:56.917298,lamudi,5200000.0,
departamento en venta en marina mazatlan,2,2,76.0,23.269446,-106.452461,2024-09-02 13:00:56.917298,lamudi,4400000.0,57894.73684210526
departamento en venta en lomas de mazatlan,1,1,86.0,23.2408322,-106.4462398,2024-09-02 13:00:56.917298,lamudi,3200000.0,37209.3023255814
departamento en venta en sabalo cerritos,2,2,65.0,23.307434,-106.474483,2024-09-02 13:00:56.917298,lamudi,2350000.0,36153.846153846156
departamento en venta en genaro estrada calderon,2,2,103.0,23.26383,-106.368787,2024-09-02 13:00:56.917298,lamudi,5500000.0,53398.05825242718
departamento en venta en ferrocarrilera,2,2,67.0,23.2161925,-106.4177672,2024-09-02 13:00:56.917298,lamudi,2790000.0,41641.79104477612
departamento en venta en sabalo cerritos,2,2,75.0,23.2876641,-106.4677728,2024-09-02 13:00:56.917298,lamudi,3149000.0,41986.666666666664
departamento en venta en telleria,3,2,208.0,23.2322273,-106.43442,2024-09-02 13:00:56.917298,lamudi,10200000.0,49038.46153846154
departamento en venta en cerritos resort,2,2,83.0,23.306722,-106.477901,2024-09-02 13:00:56.917298,lamudi,3240000.0,39036.14457831325
departamento en venta en sabalo country club,2,1,,23.2626843,-106.4626734,2024-09-02 13:00:56.917298,lamudi,3900000.0,
departamento en venta en real del valle,3,2,90.0,23.2863833,-106.4302811,2024-09-02 13:00:56.917298,lamudi,2550000.0,28333.333333333332
casa en venta en el toreo,3,2,282.0,23.2486705,-106.4383787,2024-09-02 13:00:56.917298,lamudi,5999999.0,21276.59219858156
departamento en venta en sabalo country club,3,3,111.0,23.2626843,-106.4626734,2024-09-02 13:00:56.917298,lamudi,3500000.0,31531.53153153153
departamento en venta en villa marina,2,2,87.0,23.2795801,-106.459072,2024-09-02 13:00:56.917298,lamudi,3840000.0,44137.93103448276
departamento en venta en sabalo country club,2,1,67.0,23.2626843,-106.4626734,2024-09-02 13:00:56.917298,lamudi,2300000.0,34328.35820895522
departamento en venta en real del valle,2,2,98.0,23.2863833,-106.4302811,2024-09-02 13:00:56.917298,lamudi,2650000.0,27040.816326530614
departamento en venta en marina mazatlan,2,2,122.0,23.2716689,-106.4597284,2024-09-02 13:00:56.917298,lamudi,4589000.0,37614.75409836065
departamento en venta en real del valle,2,2,98.0,23.2863833,-106.4302811,2024-09-02 13:00:56.917298,lamudi,3050000.0,31122.448979591838
departamento en venta en ferrocarrilera,1,1,85.0,23.2175555,-106.419587,2024-09-02 13:00:56.917298,lamudi,3740000.0,44000.0
casa en fraccionamiento en venta en sabalo cerritos,3,3,247.0,23.3054792,-106.4780693,2024-09-02 13:00:56.917298,lamudi,5800000.0,23481.781376518218
departamento en venta en venadillo,2,2,68.0,23.2736723,-106.4177505,2024-09-02 13:00:56.917298,lamudi,3290000.0,48382.35294117647
departamento en venta en marina real,2,2,86.0,23.288918,-106.4586089,2024-09-02 13:00:56.917298,lamudi,4487500.0,52180.232558139534
departamento en venta en zona dorada,2,2,68.0,23.2458924,-106.4542067,2024-09-02 13:00:56.917298,lamudi,3660000.0,53823.529411764706
departamento en venta en lomas de mazatlan,1,1,90.0,23.2433768,-106.4460049,2024-09-02 13:00:56.917298,lamudi,3500000.0,38888.88888888889
departamento en venta en telleria,2,2,91.0,23.23012577,-106.43213745,2024-09-02 13:00:56.917298,lamudi,5650000.0,62087.91208791209
departamento en venta en ferrocarrilera,2,1,43.0,23.214687,-106.420945,2024-09-02 13:00:56.917298,lamudi,3950282.0,91867.02325581395
departamento en venta en marina mazatlan,2,2,102.0,23.283969,-106.4447807,2024-09-02 13:00:56.917298,lamudi,3780000.0,37058.82352941176
departamento en venta en real del valle,2,2,80.0,23.2863833,-106.4302811,2024-09-02 13:00:56.917298,lamudi,2580900.0,32261.25
departamento en venta en marina mazatlan,2,2,83.0,23.287787,-106.443523,2024-09-02 13:00:56.917298,lamudi,4900000.0,59036.14457831325
departamento en venta en lomas de mazatlan,2,2,83.0,23.2443491,-106.4450042,2024-09-02 13:00:56.917298,lamudi,3197000.0,38518.072289156626
departamento en venta en sabalo cerritos,1,2,93.0,23.299155,-106.481505,2024-09-02 13:00:56.917298,lamudi,4326752.0,46524.215053763444
departamento en venta en marina mazatlan,3,3,326.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,16469000.0,50518.40490797546
departamento en venta en marina mazatlan,2,2,85.0,23.273511,-106.461669,2024-09-02 13:00:56.917298,lamudi,3890000.0,45764.705882352944
casa en venta en real del valle,4,3,188.0,23.286094,-106.425514,2024-09-02 13:00:56.917298,lamudi,4000000.0,21276.59574468085
casa en venta en sabalo cerritos,4,4,286.0,23.305479,-106.478069,2024-09-02 13:00:56.917298,lamudi,6400000.0,22377.622377622378
casa en venta en sabalo cerritos,3,3,162.0,23.305479,-106.478069,2024-09-02 13:00:56.917298,lamudi,5800000.0,35802.46913580247
casa en venta en el cid,5,4,580.0,23.255278,-106.450894,2024-09-02 13:00:56.917298,lamudi,26000000.0,44827.58620689655
casa en fraccionamiento en venta en ciudad de mazatlan,3,2,110.0,23.2979277,-106.4300442,2024-09-02 13:00:56.917298,lamudi,3645000.0,33136.36363636364
departamento en venta en ferrocarrilera,2,2,90.0,23.221524,-106.423449,2024-09-02 13:00:56.917298,lamudi,6562080.0,72912.0
departamento en venta en ferrocarrilera,2,2,78.0,23.220832,-106.419565,2024-09-02 13:00:56.917298,lamudi,3200000.0,41025.64102564102
departamento en venta en ciudad de mazatlan,4,4,230.0,23.304866,-106.490284,2024-09-02 13:00:56.917298,lamudi,20700000.0,90000.0
departamento en venta en ciudad de mazatlan,3,3,167.0,23.304866,-106.490284,2024-09-02 13:00:56.917298,lamudi,11723400.0,70200.0
departamento en venta en zona dorada,2,2,77.0,23.245892,-106.454207,2024-09-02 13:00:56.917298,lamudi,4660000.0,60519.48051948052
casa en venta en marina mazatlan,3,3,310.0,23.285409,-106.45279,2024-09-02 13:00:56.917298,lamudi,7399000.0,23867.74193548387
departamento en venta en marina mazatlan,3,3,237.0,23.269446,-106.452461,2024-09-02 13:00:56.917298,lamudi,6929299.999999999,29237.55274261603
casa en venta en sabalo cerritos,3,2,105.0,23.3024,-106.47899,2024-09-02 13:00:56.917298,lamudi,3550000.0,33809.52380952381
casa en fraccionamiento en venta en sabalo cerritos,3,2,237.0,23.2888746,-106.4702766,2024-09-02 13:00:56.917298,lamudi,4700000.0,19831.223628691983
casa en venta en marina mazatlan,3,2,212.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,13930450.0,65709.66981132075
departamento en venta en sabalo cerritos,1,1,47.0,23.299155,-106.481505,2024-09-02 13:00:56.917298,lamudi,3340000.0,71063.82978723405
departamento en venta en marina mazatlan,2,2,103.0,23.270913,-106.456722,2024-09-02 13:00:56.917298,lamudi,4550000.0,44174.7572815534
casa en venta en sabalo cerritos,3,2,162.0,23.305479,-106.478069,2024-09-02 13:00:56.917298,lamudi,5100000.0,31481.48148148148
departamento en venta en sabalo cerritos,1,1,43.0,23.299155,-106.481505,2024-09-02 13:00:56.917298,lamudi,3687000.0,85744.18604651163
casa en venta en real del valle,3,3,194.0,23.2942677,-106.4361235,2024-09-02 13:00:56.917298,lamudi,5231500.0,26966.494845360823
departamento en venta en ferrocarrilera,2,1,85.0,23.220991,-106.422611,2024-09-02 13:00:56.917298,lamudi,5375000.0,63235.294117647056
casa en venta en el cid,4,5,,23.253330257920762,-106.45300833306578,2024-09-02 13:00:56.917298,lamudi,13000000.0,
departamento en venta en ferrocarrilera,2,2,110.0,23.220991,-106.422611,2024-09-02 13:00:56.917298,lamudi,4838000.0,43981.818181818184
casa en venta en el cid,4,5,400.0,23.255278,-106.450894,2024-09-02 13:00:56.917298,lamudi,15990000.0,39975.0
casa en venta en marina mazatlan,3,2,218.0,23.285833,-106.459276,2024-09-02 13:00:56.917298,lamudi,14398500.0,66048.16513761468
casa en venta en marina mazatlan,4,4,345.0,23.277566,-106.452737,2024-09-02 13:00:56.917298,lamudi,11850000.0,34347.82608695652
departamento en venta en marina mazatlan,2,2,104.0,23.28152,-106.449355,2024-09-02 13:00:56.917298,lamudi,4099000.0,39413.46153846154
departamento en venta en ferrocarrilera,2,2,86.0,23.221692,-106.419009,2024-09-02 13:00:56.917298,lamudi,3116436.0,36237.62790697674
departamento en venta en telleria,2,2,73.0,23.227763,-106.429289,2024-09-02 13:00:56.917298,lamudi,5536332.0,75840.16438356164
departamento en venta en telleria,2,2,84.0,23.231974,-106.434799,2024-09-02 13:00:56.917298,lamudi,6153585.0,73256.96428571429
departamento en venta en ferrocarrilera,1,1,64.0,23.217555,-106.419587,2024-09-02 13:00:56.917298,lamudi,2640000.0,41250.0
departamento en venta en telleria,2,2,78.0,23.227763,-106.429289,2024-09-02 13:00:56.917298,lamudi,6426977.0,82397.14102564103
departamento en venta en telleria,1,1,67.0,23.236972,-106.437446,2024-09-02 13:00:56.917298,lamudi,2898917.0,43267.41791044776
departamento en venta en telleria,2,2,80.0,23.227763,-106.429289,2024-09-02 13:00:56.917298,lamudi,6070000.0,75875.0
casa en venta en marina mazatlan,3,2,220.0,23.283884,-106.444322,2024-09-02 13:00:56.917298,lamudi,5499000.0,24995.454545454544
departamento en venta en telleria,1,1,62.0,23.236972,-106.437446,2024-09-02 13:00:56.917298,lamudi,2674687.0,43140.1129032258
departamento en venta en el cid,2,3,170.0,23.261189,-106.445675,2024-09-02 13:00:56.917298,lamudi,8717940.0,51282.0
departamento en venta en sabalo cerritos,1,1,65.0,23.299155,-106.481505,2024-09-02 13:00:56.917298,lamudi,3100000.0,47692.307692307695
departamento en venta en sabalo cerritos,2,2,120.0,23.299155,-106.481505,2024-09-02 13:00:56.917298,lamudi,5520000.0,46000.0
casa en venta en sabalo cerritos,3,3,122.0,23.2876712,-106.4678293,2024-09-02 13:00:56.917298,lamudi,4895000.0,40122.95081967213
casa en venta en sabalo cerritos,3,3,146.0,23.3024004,-106.4789901,2024-09-02 13:00:56.917298,lamudi,5000000.0,34246.57534246575
departamento en venta en ferrocarrilera,2,2,107.0,23.220991,-106.422611,2024-09-02 13:00:56.917298,lamudi,4591560.0,42911.77570093458
casa en venta en marina mazatlan,3,3,206.0,23.283884,-106.444322,2024-09-02 13:00:56.917298,lamudi,5484000.0,26621.35922330097
casa en venta en marina mazatlan,4,4,216.0,23.283884,-106.444322,2024-09-02 13:00:56.917298,lamudi,5675900.0,26277.314814814814
departamento en venta en ferrocarrilera,2,2,83.0,23.2174095,-106.420671,2024-09-02 13:00:56.917298,lamudi,4900000.0,59036.14457831325
departamento en venta en telleria,2,1,80.0,23.236972,-106.437446,2024-09-02 13:00:56.917298,lamudi,3076765.0,38459.5625
departamento en venta en telleria,1,1,67.0,23.236972,-106.437446,2024-09-02 13:00:56.917298,lamudi,2858917.0,42670.40298507463
casa en venta en marina mazatlan,3,2,180.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,7100000.0,39444.444444444445
casa en venta en cerritos resort,3,3,143.0,23.308383,-106.476481,2024-09-02 13:00:56.917298,lamudi,3900000.0,27272.727272727272
casa en fraccionamiento en venta en el cid,5,7,625.0,23.2552777,-106.4508938,2024-09-02 13:00:56.917298,lamudi,18500000.0,29600.0
casa en venta en el cid,3,3,300.0,23.2552777,-106.4508938,2024-09-02 13:00:56.917298,lamudi,12500000.0,41666.666666666664
departamento en venta en telleria,2,2,97.0,23.2350104,-106.4383691,2024-09-02 13:00:56.917298,lamudi,5796955.0,59762.42268041237
departamento en venta en reforma,2,2,137.0,23.213457,-106.420758,2024-09-02 13:00:56.917298,lamudi,7990000.0,58321.16788321168
departamento en venta en reforma,2,2,122.0,23.213457,-106.420758,2024-09-02 13:00:56.917298,lamudi,8300000.0,68032.7868852459
departamento en venta en sabalo country club,1,1,43.0,23.25881,-106.459331,2024-09-02 13:00:56.917298,lamudi,2113380.0,49148.37209302326
departamento en venta en sabalo country club,2,2,83.0,23.25881,-106.459331,2024-09-02 13:00:56.917298,lamudi,3871940.0,46649.87951807229
casa en fraccionamiento en venta en real del valle,3,2,189.0,23.2854681,-106.432864,2024-09-02 13:00:56.917298,lamudi,4399000.0,23275.132275132277
casa en venta en las gaviotas,3,2,238.0,23.247252,-106.45163,2024-09-02 13:00:56.917298,lamudi,4900000.0,20588.235294117647
departamento en venta en telleria,2,1,123.0,23.229183,-106.429053,2024-09-02 13:00:56.917298,lamudi,8427195.0,68513.78048780488
departamento en venta en telleria,2,1,123.0,23.230183,-106.428053,2024-09-02 13:00:56.917298,lamudi,8810668.0,71631.44715447155
departamento en venta en telleria,2,1,132.0,23.230183,-106.428053,2024-09-02 13:00:56.917298,lamudi,9061698.0,68649.22727272728
departamento en venta en telleria,2,1,132.0,23.229183,-106.429053,2024-09-02 13:00:56.917298,lamudi,8928256.0,67638.30303030302
departamento en venta en telleria,2,1,132.0,23.231183,-106.427053,2024-09-02 13:00:56.917298,lamudi,9197142.0,69675.31818181818
departamento en venta en telleria,2,1,140.0,23.229183,-106.429053,2024-09-02 13:00:56.917298,lamudi,8430517.0,60217.97857142857
departamento en venta en telleria,2,1,140.0,23.229183,-106.429053,2024-09-02 13:00:56.917298,lamudi,8684359.0,62031.135714285716
departamento en venta en telleria,2,1,123.0,23.231183,-106.427053,2024-09-02 13:00:56.917298,lamudi,8553121.0,69537.56910569106
departamento en venta en telleria,2,1,123.0,23.229183,-106.429053,2024-09-02 13:00:56.917298,lamudi,8680936.0,70576.71544715448
departamento en venta en telleria,2,1,132.0,23.229183,-106.429053,2024-09-02 13:00:56.917298,lamudi,9334617.0,70716.79545454546
departamento en venta en telleria,2,1,140.0,23.229183,-106.429053,2024-09-02 13:00:56.917298,lamudi,8306403.0,59331.45
departamento en venta en telleria,2,1,123.0,23.229183,-106.429053,2024-09-02 13:00:56.917298,lamudi,8180898.0,66511.36585365854
departamento en venta en ciudad de mazatlan,1,1,44.0,23.3312156,-106.4829912,2024-09-02 13:00:56.917298,lamudi,3506119.0,79684.52272727272
departamento en venta en playa sur,2,2,73.0,23.1919551,-106.4214477,2024-09-02 13:00:56.917298,lamudi,3199000.0,43821.91780821918
departamento en venta en zona dorada,3,3,158.0,23.244395,-106.454032,2024-09-02 13:00:56.917298,lamudi,10500000.0,66455.69620253165
departamento en venta en ciudad de mazatlan,1,1,47.0,23.3312156,-106.4829912,2024-09-02 13:00:56.917298,lamudi,3180000.0,67659.5744680851
departamento en venta en telleria,2,2,123.0,23.225907,-106.425025,2024-09-02 13:00:56.917298,lamudi,8190000.0,66585.36585365854
departamento en venta en sabalo country club,2,2,63.0,23.25875631,-106.45964023,2024-09-02 13:00:56.917298,lamudi,2650000.0,42063.49206349206
departamento en venta en sabalo cerritos,2,2,69.0,23.287671,-106.467829,2024-09-02 13:00:56.917298,lamudi,3950000.0,57246.3768115942
departamento en venta en casa blanca,2,2,122.0,23.235549,-106.42972,2024-09-02 13:00:56.917298,lamudi,4589000.0,37614.75409836065
