oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun
casa en venta en marina mazatlan,4.0,4.0,240.0,23.285782,-106.453711,2024-09-02 13:00:56.917298,lamudi,5700000.0,23750.0,25012,25,012,Mazatlán
departamento en venta en balcones de loma linda,2.0,2.0,70.0,23.201562,-106.427947,2024-09-02 13:00:56.917298,lamudi,3450000.0,49285.71428571428,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,1.0,104.0,23.273669,-106.457728,2024-09-02 13:00:56.917298,lamudi,6196930.0,59585.86538461538,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,2.0,1.0,102.0,23.268669,-106.462728,2024-09-02 13:00:56.917298,lamudi,6240681.0,61183.14705882353,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,1.0,103.0,23.274669,-106.456728,2024-09-02 13:00:56.917298,lamudi,6275307.0,60925.31067961165,25012,25,012,Mazatlán
casa en venta en real pacifico,3.0,2.0,214.0,23.277196,-106.430269,2024-09-02 13:00:56.917298,lamudi,3690000.0,17242.99065420561,25012,25,012,Mazatlán
departamento en venta en marina real,2.0,2.0,92.0,23.288264,-106.458196,2024-09-02 13:00:56.917298,lamudi,4560000.0,49565.21739130434,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,3.0,2.0,118.0,23.285833,-106.459276,2024-09-02 13:00:56.917298,lamudi,5850000.0,49576.27118644068,25012,25,012,Mazatlán
casa en venta en lomas de mazatlan,4.0,3.0,288.0,23.244349,-106.445004,2024-09-02 13:00:56.917298,lamudi,6200000.0,21527.777777777777,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,3.0,3.0,87.0,23.221023,-106.420546,2024-09-02 13:00:56.917298,lamudi,4255000.0,48908.0459770115,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,5.0,660.0,23.285833,-106.459276,2024-09-02 13:00:56.917298,lamudi,19000000.0,28787.878787878788,25012,25,012,Mazatlán
casa en venta en real del valle,4.0,3.0,186.0,23.2892653,-106.4243715,2024-09-02 13:00:56.917298,lamudi,4300000.0,23118.279569892475,25012,25,012,Mazatlán
departamento en venta en flamingos,2.0,2.0,76.0,23.235281,-106.437406,2024-09-02 13:00:56.917298,lamudi,2828000.0,37210.52631578947,25012,25,012,Mazatlán
departamento en venta en flamingos,2.0,2.0,70.0,23.235281,-106.437406,2024-09-02 13:00:56.917298,lamudi,2757300.0,39390.0,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,92.0,23.264605,-106.460517,2024-09-02 13:00:56.917298,lamudi,2989000.0,32489.130434782608,25012,25,012,Mazatlán
departamento en venta en reforma,2.0,1.0,,23.213457,-106.420758,2024-09-02 13:00:56.917298,lamudi,4650000.0,,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,3.0,3.0,221.0,23.275739,-106.457566,2024-09-02 13:00:56.917298,lamudi,9382000.0,42452.4886877828,25012,25,012,Mazatlán
casa en venta en marina mazatlan,3.0,3.0,185.0,23.283884,-106.444322,2024-09-02 13:00:56.917298,lamudi,4400000.0,23783.783783783783,25012,25,012,Mazatlán
condominio horizontal en venta en marina mazatlan,2.0,2.0,82.0,23.287837,-106.443489,2024-09-02 13:00:56.917298,lamudi,3990000.0,48658.53658536585,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,126.0,23.238895,-106.439624,2024-09-02 13:00:56.917298,lamudi,10392138.0,82477.28571428571,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,97.0,23.237895,-106.440624,2024-09-02 13:00:56.917298,lamudi,6797386.0,70076.14432989691,25012,25,012,Mazatlán
departamento en venta en alameda,2.0,2.0,130.0,23.239895,-106.438624,2024-09-02 13:00:56.917298,lamudi,10561273.0,81240.56153846154,25012,25,012,Mazatlán
departamento en venta en alameda,3.0,2.0,148.0,23.239895,-106.438624,2024-09-02 13:00:56.917298,lamudi,9925589.0,67064.79054054055,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,144.0,23.238895,-106.439624,2024-09-02 13:00:56.917298,lamudi,11458870.0,79575.48611111111,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,99.0,23.237895,-106.440624,2024-09-02 13:00:56.917298,lamudi,6375400.0,64397.9797979798,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,139.0,23.237895,-106.440624,2024-09-02 13:00:56.917298,lamudi,9990102.0,71871.23741007195,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,122.0,23.237895,-106.440624,2024-09-02 13:00:56.917298,lamudi,10061333.0,82469.94262295082,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,139.0,23.237895,-106.440624,2024-09-02 13:00:56.917298,lamudi,10395741.0,74789.5035971223,25012,25,012,Mazatlán
departamento en venta en balcones de loma linda,2.0,2.0,106.0,23.202262,-106.42876,2024-09-02 13:00:56.917298,lamudi,4450000.0,41981.1320754717,25012,25,012,Mazatlán
departamento en venta en balcones de loma linda,2.0,2.0,126.0,23.2016656,-106.4277229,2024-09-02 13:00:56.917298,lamudi,5450000.0,43253.968253968254,25012,25,012,Mazatlán
casa en venta en mazatlan i,3.0,2.0,232.0,23.29664856493866,-106.4342383232788,2024-09-02 13:00:56.917298,lamudi,5490000.0,23663.793103448275,25012,25,012,Mazatlán
casa en venta en el cid,4.0,4.0,345.0,23.2637503,-106.4454141,2024-09-02 13:00:56.917298,lamudi,17500000.0,50724.637681159424,25012,25,012,Mazatlán
departamento en venta en centro,2.0,2.0,77.0,23.205923,-106.422275,2024-09-02 13:00:56.917298,lamudi,2832323.0,36783.41558441558,25012,25,012,Mazatlán
departamento en venta en centro,2.0,2.0,126.0,23.197345,-106.423765,2024-09-02 13:00:56.917298,lamudi,8000000.0,63492.06349206349,25012,25,012,Mazatlán
departamento en venta en zona dorada,1.0,1.0,74.0,23.244395,-106.454032,2024-09-02 13:00:56.917298,lamudi,6750000.0,91216.2162162162,25012,25,012,Mazatlán
departamento en venta en punta diamante,2.0,2.0,,23.2747537,-106.4539076,2024-09-02 13:00:56.917298,lamudi,3000000.0,,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,3.0,230.0,23.2860937,-106.4255142,2024-09-02 13:00:56.917298,lamudi,4700000.0,20434.78260869565,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,3.0,260.0,23.2863833,-106.4302811,2024-09-02 13:00:56.917298,lamudi,3600000.0,13846.153846153846,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,1.0,1.0,,23.215452,-106.421467,2024-09-02 13:00:56.917298,lamudi,2800000.0,,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,,23.263781,-106.4618823,2024-09-02 13:00:56.917298,lamudi,3452335.0,,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,2.0,,23.294649,-106.419532,2024-09-02 13:00:56.917298,lamudi,3850000.0,,25012,25,012,Mazatlán
departamento en venta en centro,2.0,3.0,126.0,23.197345,-106.423765,2024-09-02 13:00:56.917298,lamudi,6900000.0,54761.90476190476,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,101.0,23.2326144,-106.4352438,2024-09-02 13:00:56.917298,lamudi,6320000.0,62574.25742574257,25012,25,012,Mazatlán
departamento en venta en centro,3.0,2.0,98.0,23.197084,-106.425743,2024-09-02 13:00:56.917298,lamudi,6114500.0,62392.857142857145,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,1.0,1.0,50.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,2500000.0,50000.0,25012,25,012,Mazatlán
departamento en venta en zona dorada,1.0,1.0,40.0,23.2458924,-106.4542067,2024-09-02 13:00:56.917298,lamudi,3070000.0,76750.0,25012,25,012,Mazatlán
departamento en venta en las gaviotas,2.0,1.0,87.0,23.24700789585866,-106.45099080660704,2024-09-02 13:00:56.917298,lamudi,3500000.0,40229.88505747126,25012,25,012,Mazatlán
departamento en venta en real del valle,3.0,2.0,75.0,23.2863833,-106.4302811,2024-09-02 13:00:56.917298,lamudi,2200000.0,29333.33333333333,25012,25,012,Mazatlán
casa en venta en las palmas,3.0,3.0,,23.2848835,-106.4717864,2024-09-02 13:00:56.917298,lamudi,20000000.0,,25012,25,012,Mazatlán
villa en venta en el cid,3.0,2.0,209.0,23.2558768,-106.4422494,2024-09-02 13:00:56.917298,lamudi,5250000.0,25119.61722488038,25012,25,012,Mazatlán
departamento en venta en las palmas,2.0,2.0,61.0,23.2848835,-106.4717864,2024-09-02 13:00:56.917298,lamudi,4004250.0,65643.44262295082,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,1.0,106.0,23.235672,-106.439393,2024-09-02 13:00:56.917298,lamudi,6300000.0,59433.96226415094,25012,25,012,Mazatlán
casa en venta en el cid,4.0,4.0,466.0,23.2590388,-106.4509684,2024-09-02 13:00:56.917298,lamudi,18000000.0,38626.609442060086,25012,25,012,Mazatlán
departamento en venta en lomas de mazatlan,1.0,2.0,60.0,23.24443045,-106.44955538,2024-09-02 13:00:56.917298,lamudi,2563200.0,42720.0,25012,25,012,Mazatlán
casa en venta en mazatlan i,4.0,4.0,160.0,23.2966832,-106.4341712,2024-09-02 13:00:56.917298,lamudi,6700000.0,41875.0,25012,25,012,Mazatlán
departamento en venta en marina real,2.0,2.0,100.0,23.2747317,-106.4592768,2024-09-02 13:00:56.917298,lamudi,5224500.0,52245.0,25012,25,012,Mazatlán
departamento en venta en playa sur,2.0,2.0,91.0,23.1919551,-106.4214477,2024-09-02 13:00:56.917298,lamudi,2850000.0,31318.68131868132,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,130.0,23.235672,-106.439393,2024-09-02 13:00:56.917298,lamudi,6690000.0,51461.53846153846,25012,25,012,Mazatlán
departamento en venta en cerritos resort,2.0,2.0,80.0,23.319349,-106.479257,2024-09-02 13:00:56.917298,lamudi,6700000.0,83750.0,25012,25,012,Mazatlán
departamento en venta en cerritos resort,1.0,1.0,41.0,23.319349,-106.479257,2024-09-02 13:00:56.917298,lamudi,3800000.0,92682.9268292683,25012,25,012,Mazatlán
departamento en venta en cerritos resort,2.0,2.0,64.0,23.3048952,-106.4855562,2024-09-02 13:00:56.917298,lamudi,2481000.0,38765.625,25012,25,012,Mazatlán
departamento en venta en cerritos resort,2.0,2.0,100.0,23.319349,-106.479257,2024-09-02 13:00:56.917298,lamudi,9897990.0,98979.9,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,1.0,1.0,75.0,23.297219,-106.46719,2024-09-02 13:00:56.917298,lamudi,3189000.0,42520.0,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,,,,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,3950000.0,,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,104.0,23.228899,-106.427337,2024-09-02 13:00:56.917298,lamudi,7027958.0,67576.51923076923,25012,25,012,Mazatlán
departamento en venta en telleria,4.0,3.0,455.0,23.231974,-106.434799,2024-09-02 13:00:56.917298,lamudi,44800000.0,98461.53846153848,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,97.0,23.271669,-106.459728,2024-09-02 13:00:56.917298,lamudi,4885500.0,50365.9793814433,25012,25,012,Mazatlán
departamento en venta en venadillo,2.0,2.0,65.0,23.2735577,-106.417251,2024-09-02 13:00:56.917298,lamudi,2087000.0,32107.69230769231,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,2.0,2.0,97.0,23.2842802,-106.4656791,2024-09-02 13:00:56.917298,lamudi,5129000.0,52876.28865979381,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,4.0,4.0,164.0,23.287671,-106.467829,2024-09-02 13:00:56.917298,lamudi,5200000.0,31707.31707317073,25012,25,012,Mazatlán
casa en venta en ciudad de mazatlan,3.0,3.0,191.0,23.29705,-106.430711,2024-09-02 13:00:56.917298,lamudi,5000000.0,26178.01047120419,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,2.0,2.0,110.0,23.220991,-106.422611,2024-09-02 13:00:56.917298,lamudi,4646560.0,42241.454545454544,25012,25,012,Mazatlán
departamento en venta en telleria,3.0,3.0,234.0,23.227763,-106.429289,2024-09-02 13:00:56.917298,lamudi,21916771.0,93661.41452991452,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,2.0,189.0,23.285468,-106.432864,2024-09-02 13:00:56.917298,lamudi,4399000.0,23275.13227513228,25012,25,012,Mazatlán
casa en venta en club real,4.0,4.0,376.0,23.269398,-106.447213,2024-09-02 13:00:56.917298,lamudi,9199000.0,24465.42553191489,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,2.0,2.0,86.0,23.279077,-106.421645,2024-09-02 13:00:56.917298,lamudi,2850000.0,33139.53488372093,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,2.0,2.0,62.0,23.284873,-106.4703,2024-09-02 13:00:56.917298,lamudi,3730000.0,60161.29032258064,25012,25,012,Mazatlán
penthouse en venta en telleria,,,,23.23264,-106.43472,2024-09-02 13:00:56.917298,lamudi,12000000.0,,25012,25,012,Mazatlán
departamento en venta en telleria,4.0,4.0,428.0,23.230511,-106.432796,2024-09-02 13:00:56.917298,lamudi,22281000.0,52058.41121495328,25012,25,012,Mazatlán
departamento en venta en cerritos resort,2.0,2.0,149.0,23.304895,-106.485556,2024-09-02 13:00:56.917298,lamudi,8752000.0,58738.25503355705,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,3.0,2.0,111.0,23.29142,-106.46905,2024-09-02 13:00:56.917298,lamudi,3600000.0,32432.432432432437,25012,25,012,Mazatlán
casa en venta en club real,3.0,3.0,150.0,23.269398,-106.447213,2024-09-02 13:00:56.917298,lamudi,4700000.0,31333.33333333333,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,2.0,2.0,69.0,23.283434,-106.445092,2024-09-02 13:00:56.917298,lamudi,3343420.0,48455.362318840576,25012,25,012,Mazatlán
departamento en venta en zona dorada,2.0,2.0,127.0,23.245892,-106.454207,2024-09-02 13:00:56.917298,lamudi,7291440.0,57412.91338582677,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,2.0,2.0,143.0,23.304866,-106.490284,2024-09-02 13:00:56.917298,lamudi,8086880.0,56551.60839160839,25012,25,012,Mazatlán
departamento en venta en ciudad de mazatlan,1.0,1.0,50.0,23.283434,-106.445092,2024-09-02 13:00:56.917298,lamudi,2542105.0,50842.1,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,3.0,2.0,278.0,23.304332,-106.490584,2024-09-02 13:00:56.917298,lamudi,17236772.0,62002.77697841726,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,3.0,2.0,209.0,23.273828,-106.46118,2024-09-02 13:00:56.917298,lamudi,8500000.0,40669.85645933014,25012,25,012,Mazatlán
departamento en venta en marina mazatlan,3.0,2.0,192.0,23.269446,-106.452461,2024-09-02 13:00:56.917298,lamudi,7579420.0,39476.145833333336,25012,25,012,Mazatlán
casa en venta en ciudad de mazatlan,3.0,2.0,220.0,23.296839,-106.430634,2024-09-02 13:00:56.917298,lamudi,5499000.0,24995.454545454544,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,4.0,4.0,222.0,23.223233,-106.424783,2024-09-02 13:00:56.917298,lamudi,14400000.0,64864.86486486487,25012,25,012,Mazatlán
departamento en venta en las gaviotas,2.0,2.0,87.0,23.247252,-106.45163,2024-09-02 13:00:56.917298,lamudi,2950000.0,33908.0459770115,25012,25,012,Mazatlán
departamento en venta en telleria,1.0,1.0,48.0,23.23554,-106.439241,2024-09-02 13:00:56.917298,lamudi,3083400.0,64237.5,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,108.0,23.23554,-106.439241,2024-09-02 13:00:56.917298,lamudi,5950000.0,55092.59259259259,25012,25,012,Mazatlán
departamento en venta en telleria,1.0,1.0,62.0,23.23554,-106.439241,2024-09-02 13:00:56.917298,lamudi,3500000.0,56451.6129032258,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,2.0,166.0,23.275569,-106.42785,2024-09-02 13:00:56.917298,lamudi,4200000.0,25301.204819277107,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,2.0,2.0,110.0,23.28999,-106.472968,2024-09-02 13:00:56.917298,lamudi,4990000.0,45363.63636363636,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,2.0,2.0,107.0,23.223233,-106.424783,2024-09-02 13:00:56.917298,lamudi,6086943.0,56887.31775700935,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,3.0,3.0,144.0,23.262551,-106.465377,2024-09-02 13:00:56.917298,lamudi,6800000.0,47222.22222222222,25012,25,012,Mazatlán
departamento en venta en sabalo country club,2.0,2.0,105.0,23.265855,-106.461911,2024-09-02 13:00:56.917298,lamudi,4100000.0,39047.619047619046,25012,25,012,Mazatlán
casa en venta en marina mazatlan,3.0,3.0,206.0,23.283884,-106.444322,2024-09-02 13:00:56.917298,lamudi,5615200.0,27258.252427184467,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,4.0,4.0,365.0,23.295924,-106.467888,2024-09-02 13:00:56.917298,lamudi,18000000.0,49315.06849315069,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,3.0,2.0,,23.29142,-106.46905,2024-09-02 13:00:56.917298,lamudi,5000000.0,,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,2.0,2.0,126.0,23.221659,-106.420712,2024-09-02 13:00:56.917298,lamudi,8509337.0,67534.42063492064,25012,25,012,Mazatlán
departamento en venta en sabalo cerritos,3.0,3.0,427.0,23.299155,-106.481505,2024-09-02 13:00:56.917298,lamudi,19686620.0,46104.49648711944,25012,25,012,Mazatlán
casa en venta en los pinos,3.0,3.0,131.0,23.206622,-106.427889,2024-09-02 13:00:56.917298,lamudi,7356960.0,56160.0,25012,25,012,Mazatlán
casa en venta en marina mazatlan,2.0,2.0,132.0,23.283884,-106.444322,2024-09-02 13:00:56.917298,lamudi,3883200.0,29418.18181818182,25012,25,012,Mazatlán
casa en venta en marina mazatlan,4.0,4.0,260.0,23.283884,-106.444322,2024-09-02 13:00:56.917298,lamudi,6392900.0,24588.07692307692,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,2.0,2.0,102.0,23.221659,-106.420712,2024-09-02 13:00:56.917298,lamudi,3105474.0,30445.82352941177,25012,25,012,Mazatlán
departamento en venta en el cid,3.0,2.0,170.0,23.255278,-106.450894,2024-09-02 13:00:56.917298,lamudi,5187000.0,30511.764705882357,25012,25,012,Mazatlán
departamento en venta en ferrocarrilera,2.0,2.0,64.0,23.221023,-106.420546,2024-09-02 13:00:56.917298,lamudi,2955000.0,46171.875,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,108.0,23.23554,-106.439241,2024-09-02 13:00:56.917298,lamudi,6020000.0,55740.74074074074,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,4.0,3.0,255.0,23.305479,-106.478069,2024-09-02 13:00:56.917298,lamudi,5680000.0,22274.50980392157,25012,25,012,Mazatlán
casa en venta en el cid,5.0,4.0,413.0,23.2529,-106.456123,2024-09-02 13:00:56.917298,lamudi,10000000.0,24213.075060532687,25012,25,012,Mazatlán
casa en venta en sabalo cerritos,5.0,5.0,420.0,23.295924,-106.467888,2024-09-02 13:00:56.917298,lamudi,17500000.0,41666.66666666666,25012,25,012,Mazatlán
departamento en venta en el cid,3.0,3.0,254.0,23.263631,-106.453839,2024-09-02 13:00:56.917298,lamudi,13976050.0,55023.81889763779,25012,25,012,Mazatlán
departamento en venta en lomas de mazatlan,2.0,2.0,73.0,23.246382,-106.440936,2024-09-02 13:00:56.917298,lamudi,2784400.0,38142.46575342466,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,139.0,23.238895,-106.439624,2024-09-02 13:00:56.917298,lamudi,10608908.0,76323.07913669065,25012,25,012,Mazatlán
departamento en venta en alameda,3.0,2.0,146.0,23.239895,-106.438624,2024-09-02 13:00:56.917298,lamudi,9499643.0,65066.04794520548,25012,25,012,Mazatlán
departamento en venta en telleria,3.0,2.0,146.0,23.237895,-106.440624,2024-09-02 13:00:56.917298,lamudi,9690586.0,66373.87671232877,25012,25,012,Mazatlán
departamento en venta en telleria,3.0,2.0,148.0,23.238895,-106.439624,2024-09-02 13:00:56.917298,lamudi,10964025.0,74081.25,25012,25,012,Mazatlán
departamento en venta en alameda,2.0,2.0,99.0,23.239895,-106.438624,2024-09-02 13:00:56.917298,lamudi,7243242.0,73164.06060606061,25012,25,012,Mazatlán
departamento en venta en telleria,3.0,2.0,145.0,23.237895,-106.440624,2024-09-02 13:00:56.917298,lamudi,10715957.0,73903.15172413793,25012,25,012,Mazatlán
departamento en venta en alameda,3.0,2.0,145.0,23.239895,-106.438624,2024-09-02 13:00:56.917298,lamudi,10504810.0,72446.96551724138,25012,25,012,Mazatlán
departamento en venta en alameda,3.0,2.0,145.0,23.239895,-106.438624,2024-09-02 13:00:56.917298,lamudi,10935690.0,75418.55172413793,25012,25,012,Mazatlán
departamento en venta en telleria,2.0,2.0,126.0,23.237895,-106.440624,2024-09-02 13:00:56.917298,lamudi,9887763.0,78474.30952380953,25012,25,012,Mazatlán
